DIRECTION,FACTOR_CODE,FACTOR_VALUE,FACTOR_VALUE_SEQ,LOAD_DATA_TS,REASON_UNIQUE_ID,SERVICE_ROLE_TYPE,STATEMENT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           <endrec>
"D","10000","1000","","","937583907","3","Customer Transfer via WEB by {Initiator}"<endrec>
"D","10000","1000","","","937583914","3","Customer Transfer via WEB by {Initiator}"<endrec>
"D","10000","1000","","","937583917","1",""<endrec>
"D","10000","1000","","","937584764","2",""<endrec>
"D","10000","5000","","","937585775","3",""<endrec>
"D","10000","5000","","","937585776","3",""<endrec>
"D","10000","-1","","","937585783","2","Customer Transfer Reversal by {Initiator}"<endrec>
"D","10000","-1","","","937585784","2","Customer Transfer Reversal by {Initiator}"<endrec>
"D","10000","1000","","","937585787","1",""<endrec>
"D","10000","1000","","","937585791","3","Customer Transfer to {CreditParty}"<endrec>
"D","10000","5000","","","937585801","3","Business Payment to {CreditParty} via Open API"<endrec>
"D","10000","5000","","","937585803","3","Business Payment to {CreditParty} via Open API"<endrec>
"D","10000","5000","","","937585808","3","Business Payment to {CreditParty} via Open API"<endrec>
"D","10000","5000","","","937585811","3","Business Payment to {CreditParty} via Open API"<endrec>
"D","10000","5000","","","937585815","3","Business Payment to {CreditParty} via Open API"<endrec>
"D","10000","5000","","","937585816","3","Business Payment to {CreditParty} via WEB by {Initiator}"<endrec>
"D","10000","5000","","","937585817","3",""<endrec>
"D","10000","5000","","","937585819","3",""<endrec>
"D","10000","5000","","","937585821","3","{RequesterMsisdn}"<endrec>
"D","10000","1000","","","937585829","3","Customer Buy Goods with loyalty to {CreditParty}"<endrec>
"D","10000","1000","","","937585831","3","Customer Buy Goods with loyalty to {CreditParty}"<endrec>
"D","10000","1000","","","937585832","3","Customer Buy Goods with loyalty to {CreditParty}"<endrec>
"D","10000","1000","","","937585833","3","IMT Quote Requested"<endrec>
"D","10000","1000","","","937585834","3","IMT Transfer Abroad"<endrec>
"D","10000","1000","","","937585835","3","IMT Transfer Abroad"<endrec>
"D","10000","1000","","","937585836","3","IMT Quote Requested"<endrec>
"D","10000","1000","","","937585839","3","Customer Buy Goods with loyalty to {CreditParty}"<endrec>
"D","10000","-1","","","937585845","2","Open API Transaction Reversal To {CreditParty}"<endrec>
"D","10000","-1","","","937585846","2","Direct Debit Reversal to {CreditParty}"<endrec>
"D","10000","1000","","","937585858","1",""<endrec>
"D","10000","1000","","","937585862","1",""<endrec>
"D","10000","1000","","","937585863","1",""<endrec>
"D","10000","7000","","","937585866","3","FSI savings deposit"<endrec>
"D","10000","1000","","","937585867","1",""<endrec>
"D","10000","1000","","","937586761","1",""<endrec>
"D","10000","5000","","","937586772","3","In-net B2C Payment"<endrec>
"D","10000","5000","","","937587760","3","In-net C2C"<endrec>
"D","10000","1000","","","937587762","2","In-net B2C Payment Reversal"<endrec>
"D","10000","1000","","","937587763","2","In-net B2C Payment Reversal"<endrec>
"D","10000","5000","","","937587766","3","In-net B2C Payment"<endrec>
"D","10000","1000","","","937587768","1",""<endrec>
"D","10000","1000","","","937588761","3","Customer Buy Goods with loyalty to {CreditParty}"<endrec>
"D","10000","1000","","","937588763","3","Customer Buy Goods with loyalty to {CreditParty}"<endrec>
"D","10000","1000","","","937588765","3","Customer Buy Goods with loyalty to {CreditParty}"<endrec>
"D","10000","5000","","","937588767","3","Business Payment to {CreditParty} via WEB by {Initiator}"<endrec>
"D","10000","3000","","","937589766","1",""<endrec>
"D","10000","7000","","","937589773","3","FSI savings deposit"<endrec>
"D","10000","7000","","","937589774","3","FSI savings deposit"<endrec>
"D","10000","7000","","","937589777","3","FSI savings deposit"<endrec>
"D","10000","7000","","","937589778","3","FSI savings deposit"<endrec>
"D","10000","3000","","","937589792","1",""<endrec>
"D","10000","1000","","","937589809","3","IMT Transfer Abroad"<endrec>
"D","10000","1000","","","937589810","3","IMT Quote Requested"<endrec>
"D","10000","3000","","","937591759","1",""<endrec>
"D","10000","3000","","","937591760","1",""<endrec>
"D","10000","3000","","","937591761","1",""<endrec>
"D","10000","-1","","","937592761","3",""<endrec>
"D","10000","3000","","","937593759","1",""<endrec>
"D","10000","-1","","","937593760","2","Reversal to {CreditParty} for Deposit at ATM"<endrec>
"D","10000","3000","","","937593761","1",""<endrec>
"D","10000","5000","","","937593762","3","Deposit of Funds to {CreditParty} by {Initiator}"<endrec>
"D","10000","5000","","","937593763","3","Deposit of Funds to {CreditParty} by {Initiator}"<endrec>
"D","10000","-1","","","937593764","2","Reversal to {CreditParty} for Deposit at ATM"<endrec>
"D","10000","1000","","","937594759","1",""<endrec>
"D","10000","5000","","","937594761","3","Group Deposit of Funds to {CreditParty} by {Initiator} at ATM"<endrec>
"D","10000","5000","","","937594766","3","Salary Payment to {CreditParty} via API"<endrec>
"D","10000","1000","","","937594767","1",""<endrec>
"D","10000","5000","","","937594783","3",""<endrec>
"D","10000","5000","","","937594784","3","Commission Clawback"<endrec>
"D","10000","3000","","","937594796","1",""<endrec>
"D","10000","1000","","","937594801","3","Customer Buy Goods with loyalty to {CreditParty}"<endrec>
"D","10000","1000","","","937594802","3","Customer Buy Goods with loyalty to {CreditParty}"<endrec>
"D","10000","5000","","","937594803","3","Business Payment to {CreditParty} via Open API"<endrec>
"D","10000","5000","","","937594804","3","Business Payment to {CreditParty} via Open API"<endrec>
"D","10000","5000","","","937594807","3","Bulk Cus Transfer from Bank to Owner M-Pesa"<endrec>
"D","10000","5000","","","937594808","3","Bulk Cus Transfer from Bank to Owner M-Pesa"<endrec>
"D","10000","1000","","","937594825","3","Payment to {CreditParty} Acc. {BillReferenceNo} {ReferenceData.ThirdPartyReference}"<endrec>
"D","10000","1000","","","937594826","3","Payment to {CreditParty} Acc. {BillReferenceNo} {ReferenceData.ThirdPartyReference}"<endrec>
"D","10000","1000","","","937594828","3","Payment to {CreditParty} Acc. {BillReferenceNo} {ReferenceData.ThirdPartyReference}"<endrec>
"D","10000","1000","","","937594829","3","Payment to {CreditParty} Acc. {BillReferenceNo} {ReferenceData.ThirdPartyReference}"<endrec>
"D","10000","1000","","","937594845","3","Payment to {CreditParty} Acc. {BillReferenceNo} {ReferenceData.ThirdPartyReference} for {Remark}"<endrec>
"D","10000","1000","","","937594846","3","Payment to {CreditParty} Acc. {BillReferenceNo} {ReferenceData.ThirdPartyReference} for {Remark}"<endrec>
"D","10000","1000","","","937594851","3","Payment to {CreditParty} Acc. {BillReferenceNo} {ReferenceData.ThirdPartyReference} for {Remark}"<endrec>
"D","10000","5000","","","937594853","3","Business Payment to {CreditParty} via Open API"<endrec>
"D","10000","1000","","","937595768","3","Two Part Buy Goods"<endrec>
"D","10000","1000","","","937595803","3","Transfer of funds to unregistered user {CreditParty}"<endrec>
"D","10000","1000","","","937595804","3","Transfer of funds to unregistered user {CreditParty}"<endrec>
"D","10000","1000","","","937595805","3","Transfer of funds to unregistered user {CreditParty}"<endrec>
"D","10000","5000","","","937596759","3","Salary Payment to {CreditParty} via API"<endrec>
"D","10000","5000","","","937596761","3",""<endrec>
"D","10000","5000","","","937598767","3",""<endrec>
"D","10000","5000","","","937601819","3","Business Payment to {CreditParty} via Open API"<endrec>
"D","10000","5000","","","937601820","3","Business Payment to {CreditParty} via Open API"<endrec>
"D","10000","5000","","","937601821","3","Business Payment to {CreditParty} via Open API"<endrec>
"D","10000","5000","","","937604761","3",""<endrec>
"D","10000","5000","","","937605765","3","Business Deposit of Funds to {CreditParty} via Web by {Initiator}"<endrec>
"D","10000","5000","","","937605767","3","Business Deposit of Funds to {CreditParty} via Web by {Initiator}"<endrec>
"D","10000","1000","","","937605771","1",""<endrec>
"D","10000","1000","","","937607765","3","Transfer of funds to unregistered user {CreditParty}"<endrec>
"D","10000","1000","","","937607766","3","Transfer of funds to unregistered user {CreditParty}"<endrec>
"D","10000","1000","","","937607767","3","Transfer of funds to unregistered user {CreditParty}"<endrec>
"D","10000","5000","","","937607770","3","Org Transfer from M-Pesa to Owner Bank"<endrec>
"D","10000","5000","","","937607774","3",""<endrec>
"D","10000","5000","","","937607779","3",""<endrec>
"D","10000","5000","","","937607780","3",""<endrec>
"D","10000","1000","","","937607791","3","Transfer of funds to unregistered user {CreditParty}"<endrec>
"D","10000","1000","","","937607801","1",""<endrec>
"D","10000","1000","","","937609763","1",""<endrec>
"D","10000","1000","","","937609764","2",""<endrec>
"D","10000","1000","","","937609765","2",""<endrec>
"D","10000","1000","","","937609766","2",""<endrec>
"D","10000","1000","","","937609768","2",""<endrec>
"D","10000","2000","","","937609769","1",""<endrec>
"D","10000","3000","","","937609770","1",""<endrec>
"D","10000","1000","","","937609772","2",""<endrec>
"D","10000","3000","","","937609773","1",""<endrec>
"D","10000","3000","","","937609774","1",""<endrec>
"D","10000","1000","","","937609776","2",""<endrec>
"D","10000","2000","","","937609777","1",""<endrec>
"D","10000","1000","","","937609778","2",""<endrec>
"D","10000","1000","","","937609780","2",""<endrec>
"D","10000","3000","","","937609788","1",""<endrec>
"D","10000","3000","","","937609790","1",""<endrec>
"D","10000","2000","","","937609798","1",""<endrec>
"D","10000","1000","","","937609799","2",""<endrec>
"D","10000","7000","","","937609800","3",""<endrec>
"D","10000","3000","","","937609805","1",""<endrec>
"D","10000","1000","","","937609811","1",""<endrec>
"D","10000","1000","","","937609812","1",""<endrec>
"D","10000","3000","","","937609813","1",""<endrec>
"D","10000","7000","","","937609816","3",""<endrec>
"D","10000","3000","","","937609819","1",""<endrec>
"D","10000","3000","","","937609833","1",""<endrec>
"D","10000","1000","","","937610759","1",""<endrec>
"D","10000","7000","","","937610760","2","Group Withdrawal at Agent Till {CreditParty}"<endrec>
"D","10000","5000","","","937610761","3","Withdraw from the Group Account"<endrec>
"D","10000","1000","","","937610764","3","Send Money to Unregistered User via Web by {Initiator}"<endrec>
"D","10000","-1","","","937610766","2","B2C reversal Unregistered  by {Initiator}"<endrec>
"D","10000","-1","","","937610767","2","B2C reversal Unregistered  by {Initiator}"<endrec>
"D","10000","5000","","","937611759","3",""<endrec>
"D","10000","5000","","","937611760","3",""<endrec>
"D","10000","5000","","","937611761","3",""<endrec>
"D","10000","5000","","","937611762","3",""<endrec>
"D","10000","1000","","","937611772","1",""<endrec>
"D","10000","5000","","","937612770","2","Savings Client Online Withdrawal Request To {CreditParty}"<endrec>
"D","10000","1000","","","937612772","3","Customer Transfer to {CreditParty}"<endrec>
"D","10000","1000","","","937612783","3","Savings Client Online Insurance Request To {CreditParty}"<endrec>
"D","10000","1000","","","937612800","1",""<endrec>
"D","10000","1000","","","937612801","1",""<endrec>
"D","10000","1000","","","937612803","1",""<endrec>
"D","10000","1000","","","937612804","3","Airtime Purchase"<endrec>
"D","10000","1000","","","937612805","3","Customer Transfer to {CreditParty}"<endrec>
"D","10000","1000","","","937612806","3","Customer Transfer to {CreditParty}"<endrec>
"D","10000","1000","","","937612818","3","Customer Transfer via WEB by {Initiator}"<endrec>
"D","10000","3000","","","937612821","1",""<endrec>
"D","10000","5000","","","937612842","2","Organisation Payment To Customer Off-net Reverse"<endrec>
"D","10000","5000","","","937612843","3","Deposit at Agent Store via Web by {Initiator}"<endrec>
"D","10000","1000","","","937612846","3","Withdrawal at Agent Store via Web by {Initiator}"<endrec>
"D","10000","5000","","","937612848","2","Organisation Payment To Customer Off-net Reverse"<endrec>
"D","10000","5000","","","937612850","3","Organisation Payment To Customer Off-net"<endrec>
"D","10000","1000","","","937612854","3","Transfer of funds to unregistered user {CreditParty}"<endrec>
"D","10000","3000","","","937612865","1",""<endrec>
"D","10000","5000","","","937612866","3","{RequesterMsisdn}"<endrec>
"D","10000","8000","","","937612867","3","Refund Transfer from Archived Funds to Customer"<endrec>
"D","10000","8000","","","937612868","3","Refund Transfer from Archived Funds to Customer"<endrec>
"D","10000","1000","","","937612869","2",""<endrec>
"D","10000","1000","","","937612874","2",""<endrec>
"D","10000","5000","","","937612885","3","OTC Bill Payment"<endrec>
"D","10000","5000","","","937612886","3","OTC Bill Payment"<endrec>
"D","10000","5000","","","937612887","3","OTC Bill Payment"<endrec>
"D","10000","-1","","","937612903","2","Transaction Reversal without Charge Reversed by {Initiator}"<endrec>
"D","10000","1000","","","937612910","3","Transfer of funds to unregistered user {CreditParty}"<endrec>
"D","10000","5000","","","937612922","3",""<endrec>
"D","10000","5000","","","937619760","3","Divident Payment to {CreditParty}"<endrec>
"D","10000","1000","","","937619763","3",""<endrec>
"D","10000","1000","","","937619767","3",""<endrec>
"D","10000","5000","","","937619776","3","Group Transfer from Bank to Owner M-Pesa"<endrec>
"D","10000","1000","","","937619777","3","Customer Transfer to {CreditParty}"<endrec>
"D","10000","5000","","","937619787","3",""<endrec>
"D","10000","5000","","","937619799","3",""<endrec>
"D","10000","5000","","","937619855","2","M-Shwari Loan Request By {CreditParty}"<endrec>
"D","10000","1000","","","937619862","3","M-Shwari Loan Repayment From Savings"<endrec>
"D","10000","1000","","","937619891","3","Customer Buy Goods"<endrec>
"D","10000","1000","","","937619904","3","Send Money to Unregistered User via Web by {Initiator}"<endrec>
"D","10000","1000","","","937641793","3","Transfer of funds to unregistered user {CreditParty} with ID 2 factor auth"<endrec>
"D","10000","8000","","","937641800","3","Interest Payment to {CreditParty}"<endrec>
"D","10000","8000","","","937641804","3","Interest Payment to {CreditParty}"<endrec>
"D","10000","8000","","","937641805","3","Interest Payment to {CreditParty}"<endrec>
"D","10000","5000","","","937641850","3",""<endrec>
"D","10000","1000","","","937641908","3","Merchant Payment Online to {CreditParty}"<endrec>
"D","10000","1000","","","937641909","3","Merchant Payment Online to {CreditParty}"<endrec>
"D","10000","1000","","","937641910","3","Merchant Payment Online to {CreditParty}"<endrec>
"D","10000","7000","","","937641917","3",""<endrec>
"D","10000","-1","","","937646759","2","Reversal to {CreditParty} for Deposit at ATM"<endrec>
"D","10000","-1","","","937646760","2","Reversal to {CreditParty} for Deposit at ATM"<endrec>
"D","10000","-1","","","937646761","2","Reversal to {CreditParty} for Deposit at ATM"<endrec>
"D","10000","5000","","","937646762","3","Deposit of Funds to {CreditParty} by {Initiator}"<endrec>
"D","10000","5000","","","937646763","3","Deposit of Funds to {CreditParty} by {Initiator}"<endrec>
"D","10000","1000","","","937646764","1",""<endrec>
"D","10000","1000","","","937646766","1",""<endrec>
"D","10000","1000","","","937646767","1",""<endrec>
"D","10000","5000","","","937646780","3",""<endrec>
"D","10000","5000","","","937646790","3","Group Deposit of Funds to {CreditParty} by {Initiator} at ATM"<endrec>
"D","10000","7000","","","937646791","2","Group ATM Withdraw via Voucher"<endrec>
"D","10000","5000","","","937646792","3","Group Deposit of Funds to {CreditParty} by {Initiator} at ATM"<endrec>
"D","10000","7000","","","937646793","2","Group ATM Withdraw via Voucher"<endrec>
"D","10000","-1","","","937646794","2","ATM withdrawal reversal by SP operator"<endrec>
"D","10000","-1","","","937646795","2","ATM withdrawal reversal by SP operator"<endrec>
"D","10000","1000","","","937648772","1",""<endrec>
"D","10000","7000","","","937648773","2","Group Withdrawal at Agent Till {CreditParty}"<endrec>
"D","10000","1000","","","937648774","1",""<endrec>
"D","10000","1000","","","937648775","1",""<endrec>
"D","10000","-1","","","937664759","2","ATM withdrawal reversal by SP operator"<endrec>
"D","10000","-1","","","937664765","2","ATM withdrawal reversal by SP operator"<endrec>
"D","10000","3000","","","937664789","1",""<endrec>
"D","10000","3000","","","937664791","1",""<endrec>
"D","10000","3000","","","937664792","1",""<endrec>
"D","10000","3000","","","937664794","1",""<endrec>
"D","10000","3000","","","937664795","1",""<endrec>
"D","10000","3000","","","937664797","1",""<endrec>
"D","10000","1000","","","937664807","3","Airtime Purchase"<endrec>
"D","10000","5000","","","937664820","3","Org buy airtime for customer {Remark}"<endrec>
"D","10000","1000","","","937664821","1",""<endrec>
"D","10000","5000","","","937664824","3","Business Payment to {CreditParty} via WEB by {Initiator}"<endrec>
"D","10000","1000","","","937664834","3","Pay Bill Online to {CreditParty} Acc. {BillReferenceNo}"<endrec>
"D","10000","1000","","","937664838","1",""<endrec>
"D","10000","-1","","","937664840","2","ATM withdrawal reversal by SP operator"<endrec>
"D","10000","-1","","","937664842","2","ATM withdrawal reversal by SP operator"<endrec>
"D","10000","-1","","","937664845","2","Reversal to {CreditParty} for Deposit at ATM"<endrec>
"D","10000","-1","","","937664847","2","Reversal to {CreditParty} for Deposit at ATM"<endrec>
"D","10000","1000","","","937664851","3","IMT Transfer Abroad"<endrec>
"D","10000","5000","","","937664853","3",""<endrec>
"D","10000","1000","","","937664854","3","IMT Transfer Abroad"<endrec>
"D","10000","5000","","","937664859","3","Business Pay Bill to {CreditParty} via WEB by {Initiator}"<endrec>
"D","10000","5000","","","937664860","3","Business Pay Bill to {CreditParty} via WEB by {Initiator}"<endrec>
"D","10000","5000","","","937664861","3","Business Pay Bill to {CreditParty} via WEB by {Initiator}"<endrec>
"D","10000","3000","","","937664870","1",""<endrec>
"D","10000","8000","","","937664883","3","SP buy airtime for customer {Remark}"<endrec>
"D","10000","5000","","","937664884","3","Org buy airtime for customer {Remark}"<endrec>
"D","10000","8000","","","937664892","3","SP buy airtime for customer {Remark}"<endrec>
"D","10000","5000","","","937664901","3",""<endrec>
"D","10000","5000","","","937664902","3",""<endrec>
"D","10000","5000","","","937664907","3",""<endrec>
"D","10000","5000","","","937664909","3",""<endrec>
"D","10000","5000","","","937664910","3",""<endrec>
"D","10000","5000","","","937664911","3",""<endrec>
"D","10000","5000","","","937664912","3",""<endrec>
"D","10000","5000","","","937664913","3","BICS IMT Request Validate"<endrec>
"D","10000","1000","","","937664914","3","Customer Transfer to {CreditParty}"<endrec>
"D","10000","1000","","","937664940","3","Customer Transfer to {CreditParty}"<endrec>
"D","10000","2000","","","937664945","1",""<endrec>
"D","10000","1000","","","937664947","3","Customer Transfer to {CreditParty}"<endrec>
"D","10000","5000","","","937664948","3","Organization Redeem Business Deposit Voucher"<endrec>
"D","10000","1000","","","937664949","3","Customer Transfer to {CreditParty}"<endrec>
"D","10000","1000","","","937664950","3","Customer Transfer to {CreditParty}"<endrec>
"D","10000","5000","","","937664952","2",""<endrec>
"D","10000","5000","","","937664953","3","Organization Redeem Business Deposit Voucher"<endrec>
"D","10000","5000","","","937664954","2",""<endrec>
"D","10000","5000","","","937664955","3","Deposit at Agent Store via Web by {Initiator}"<endrec>
"D","10000","3000","","","937664956","1",""<endrec>
"D","10000","5000","","","937664960","2",""<endrec>
"D","10000","5000","","","937664961","3",""<endrec>
"D","10000","5000","","","937664964","2",""<endrec>
"D","10000","3000","","","937664968","1",""<endrec>
"D","10000","2000","","","937664970","1",""<endrec>
"D","10000","2000","","","937664972","1",""<endrec>
"D","10000","1000","","","937664973","1",""<endrec>
"D","10000","1000","","","937664974","1",""<endrec>
"D","10000","5000","","","937664975","3","{RequesterMsisdn}"<endrec>
"D","10000","1000","","","937664976","3","Customer Transfer to {CreditParty}"<endrec>
"D","10000","5000","","","937664978","3","{RequesterMsisdn}"<endrec>
"D","10000","5000","","","937664979","3","{RequesterMsisdn}"<endrec>
"D","10000","5000","","","937664980","3","{RequesterMsisdn}"<endrec>
"D","10000","1000","","","937664992","3","Transfer of funds to unregistered user {CreditParty}"<endrec>
"D","10000","1000","","","937664998","3","Customer Transfer to {CreditParty}"<endrec>
"D","10000","1000","","","937664999","3","Customer Transfer to {CreditParty}"<endrec>
"D","10000","1000","","","937665000","3","Customer Transfer to {CreditParty}"<endrec>
"D","10000","1000","","","937665001","3","Customer Transfer to {CreditParty}"<endrec>
"D","10000","1000","","","937665006","3","Customer Buy Goods"<endrec>
"D","10000","5000","","","937665015","3",""<endrec>
"D","10000","1000","","","937665025","3","Pay bill to {CreditParty} to Acc .{BillReferenceNo}via web{ReferenceData.ThirdPartyReference}"<endrec>
"D","10000","1000","","","937665031","3","Customer Transfer to {CreditParty}"<endrec>
"D","10000","1000","","","937665033","3","Customer Transfer to {CreditParty}"<endrec>
"D","10000","1000","","","937665043","1",""<endrec>
"D","10000","3000","","","937665052","1",""<endrec>
"D","10000","1000","","","937665053","1",""<endrec>
"D","10000","1000","","","937665054","1",""<endrec>
"D","10000","3000","","","937665055","1",""<endrec>
"D","10000","1000","","","937665059","3","Airtime Purchase"<endrec>
"D","10000","5000","","","937665060","2",""<endrec>
"D","10000","3000","","","937665061","1",""<endrec>
"D","10000","1000","","","937665064","3","Merchant Payment to {CreditParty} via Web by {Initiator}"<endrec>
"D","10000","1000","","","937665068","3","Merchant Payment to {CreditParty}"<endrec>
"D","10000","1000","","","937665070","3","Merchant Payment to {CreditParty}"<endrec>
"D","10000","1000","","","937665071","3","Merchant Payment to {CreditParty} via Web by {Initiator}"<endrec>
"D","10000","5000","","","937665073","3",""<endrec>
"D","10000","-1","","","937665078","2","Customer Transfer Reversal by {Initiator}"<endrec>
"D","10000","5000","","","937665083","3","Promotion Payment to {CreditParty} via WEB by {Initiator}"<endrec>
"D","10000","1000","","","937665089","3",""<endrec>
"D","10000","5000","","","937665091","3","Business Pay Bill to {CreditParty} via WEB by {Initiator}"<endrec>
"D","10000","5000","","","937665092","3","Business Pay Bill to {CreditParty} via WEB by {Initiator}"<endrec>
"D","10000","7000","","","937665093","3",""<endrec>
"D","10000","5000","","","937665094","3","Business Pay Bill to {CreditParty} via WEB by {Initiator}"<endrec>
"D","10000","5000","","","937665095","3","Business Pay Bill to {CreditParty} via WEB by {Initiator}"<endrec>
"D","10000","5000","","","937665102","3","Business Pay Bill to {CreditParty} via WEB by {Initiator}"<endrec>
"D","10000","5000","","","937665104","3","Business Pay Bill to {CreditParty} via WEB by {Initiator}"<endrec>
"D","10000","5000","","","937665110","3","Business Pay Bill to {CreditParty} via WEB by {Initiator}"<endrec>
"D","10000","2000","","","937665117","1",""<endrec>
"D","10000","2000","","","937665119","1",""<endrec>
"D","10000","3000","","","937665120","1",""<endrec>
"D","10000","3000","","","937665121","1",""<endrec>
"D","10000","2000","","","937665124","1",""<endrec>
"D","10000","5000","","","937665128","2",""<endrec>
"D","10000","3000","","","937665136","1",""<endrec>
"D","10000","1000","","","937665137","2",""<endrec>
"D","10000","1000","","","937665141","1",""<endrec>
"D","10000","5000","","","937665159","3","Redistribution of Float to {CreditParty} via Web by {Initiator}"<endrec>
"D","10000","5000","","","937665160","3","Redistribution of Float to {CreditParty} via Web by {Initiator}"<endrec>
"D","10000","5000","","","937665161","3","Redistribution of Float to {CreditParty} via Web by {Initiator}"<endrec>
"D","10000","5000","","","937665163","3","Transfer from Float A/C to Working A/C"<endrec>
"D","10000","3000","","","937677763","1",""<endrec>
"D","10000","3000","","","937677764","1",""<endrec>
"D","10000","1000","","","937683763","3","Customer Transfer to {CreditParty}"<endrec>
"D","10000","1000","","","937683768","3","Transfer of funds to unregistered user {CreditParty}"<endrec>
"D","10000","1000","","","937683772","3","Transfer of funds to unregistered user {CreditParty}"<endrec>
"D","10000","1000","","","937683775","3","Customer Transfer to {CreditParty}"<endrec>
"D","10000","1000","","","937683777","3","Airtime Purchase"<endrec>
"D","10000","5000","","","937683780","3","Business Deposit of Funds to {CreditParty} at Agent Till"<endrec>
"D","10000","3000","","","937683789","1",""<endrec>
"D","10000","5000","","","937683790","3","Business Deposit of Funds to {CreditParty} at Agent Till"<endrec>
"D","10000","1000","","","937683815","3","Send Money to Unregistered User via Web by {Initiator}"<endrec>
"D","10000","1000","","","937683828","1",""<endrec>
"D","10000","1000","","","937683833","2","Give Cash at Agent Till"<endrec>
"D","10000","1000","","","937683834","2",""<endrec>
"D","10000","1000","","","937683835","2",""<endrec>
"D","10000","1000","","","937683836","3","Send Money to Unregistered User via Web by {Initiator}"<endrec>
"D","10000","1000","","","937683837","2","Give Cash at Agent Till"<endrec>
"D","10000","1000","","","937683839","2",""<endrec>
"D","10000","1000","","","937683846","1",""<endrec>
"D","10000","5000","","","937683862","3","Deposit at Agent Store via Web by {Initiator}"<endrec>
"D","10000","1000","","","937683868","3","Transfer of funds to unregistered user {CreditParty}"<endrec>
"D","10000","5000","","","937683873","3","Deposit of Funds to {CreditParty} by {Initiator}"<endrec>
"D","10000","1000","","","937698761","3","Merchant Payment Online to {CreditParty}"<endrec>
"D","10000","1000","","","937707786","3",""<endrec>
"D","10000","8000","","","937707803","3",""<endrec>
"D","10001","10031","","","20271","3","Transfer from M-PESA Holding Account to Business Customer Working Account by {Initiator}"<endrec>
"D","10001","10011","","","30003153","3","Transfer to Archived Funds Holding Account from Unregistered User"<endrec>
"D","10001","10011","","","30003166","3","MMF Organization settle V.A.T Account from Working Account"<endrec>
"D","10001","10011","","","30013109","3","MMF Organisation Withdrawal from Control Account by {Initiator}"<endrec>
"D","10001","10023","","","30013112","3","MMF Organisation Paying Withholding Tax to Receiver"<endrec>
"D","10001","10030","","","30013116","3","Transfer from Unclaimed Funds to MMF Organisation by {Initiator}"<endrec>
"D","10001","10024","","","30013123","3","MSP Organisation Transfer of Commission to MMF Account by {Initiator}"<endrec>
"D","10001","10022","","","30013125","2","Merchant Transfer from Merchant Account to Working Account via WEB by {Initiator}"<endrec>
"D","10001","10015","","","30013129","3","Transfer from Bank to {CreditParty} via API"<endrec>
"D","10001","10015","","","30013171","3","Transfer From Bank to {CreditParty} via WEB by {Initiator}"<endrec>
"D","10001","10019","","","30013173","3","Commission Roll Up To {CreditParty}"<endrec>
"D","10001","10025","","","30013176","2","Transfer Of Funds From Commission Held Account To Commission Payable Account"<endrec>
"D","10001","10029","","","30013189","3","Transfer from Archived Funds to Unclaimed Funds"<endrec>
"D","10001","10015","","","30013194","3","Promotion Payment to {CreditParty} via WEB by {Initiator}"<endrec>
"D","10001","10015","","","30013200","3","Promotion Payment to {CreditParty} via API"<endrec>
"D","10001","10015","","","30013213","3","Salary Payment with Withdraw Charge to {CreditParty} via WEB by {Initiator}"<endrec>
"D","10001","10001","","","30013225","3","Control Account Transfer by {Initiator}"<endrec>
"D","10001","10011","","","30013228","3","Business Withdrawal of Funds via Web by {Initiator}"<endrec>
"D","10001","10011","","","30013230","3","Business Withdrawal of Funds within Hierarchy via Web by {Initiator}"<endrec>
"D","10001","10017","","","30015237","3","Business Transfer from Financial Services Account to MMF Account by {Initiator}"<endrec>
"D","10001","10011","","","30015238","3","Business Transfer from MMF Account to Financial Services Account by {Initiator}"<endrec>
"D","10001","10015","","","30015253","3","Business Payment with Withdraw Charge to {CreditParty}"<endrec>
"D","10001","10015","","","30015301","3","Business Payment with Withdraw Charge to {CreditParty} via WEB by {Initiator}"<endrec>
"D","10001","10011","","","30015620","3","MMF Customer Payment to MMF Organisation by {Initiator}"<endrec>
"D","10001","10015","","","30015661","3","Promotion Payment to {CreditParty}"<endrec>
"D","10001","10015","","","30015662","3","Promotion Payment to {CreditParty} via API"<endrec>
"D","10001","10011","","","30015667","3","Transfer to Archived Funds Holding Account from Recycled Customer"<endrec>
"D","10001","10015","","","30015684","3","Business Payment with Withdraw Charge to {CreditParty}"<endrec>
"D","10001","10011","","","30015688","3","Customer Transfer via WEB by {Initiator}"<endrec>
"D","10001","10011","","","30015691","3","Merchant Payment to {CreditParty} via Web by {Initiator}"<endrec>
"D","10001","10015","","","30015703","3","Transfer from Bank to {CreditParty} via API"<endrec>
"D","10001","10011","","","30015712","2","Business Customer Payment to MMF Organisation by {Initiator}"<endrec>
"D","10001","10015","","","30027239","3","Promotion Payment to {CreditParty} via WEB by {Initiator}"<endrec>
"D","10001","10026","","","30033239","3","Transfer from Withdrawal Holding Account to M-PESA Control Account"<endrec>
"D","10001","10013","","","30040240","3","Business Deposit of Funds to {CreditParty} via Web by {Initiator}"<endrec>
"D","10001","10019","","","30040242","3","Commission Roll Up To {CreditParty}"<endrec>
"D","10001","10011","","","30047242","2","Give Cash at Agent Store via Web by {Initiator}"<endrec>
