EXPRESSION_CODE,EXPRESSION_ID,EXPRESSION_MODE,EXPRESSION_TEXT,EXPRESSION_VERSION,SCENE_CODE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             <endrec>
"","303356","S","if((Transaction.Channel == ""1005"")) return true; else return false;","0","Charge"<endrec>
"","303357","S","if((GetAccuInContext(Transaction.Context, 2, ""AAccumulator_Count_Roshi1"", 0) >= 17L) && (Transaction.InitiatedTime > todate(""20-04-2018 14:26:37"",""dd-MM-yyyy HH:mm:ss""))) return true; else return false;","0","Charge"<endrec>
"","303358","S","if((Transaction.Channel == ""1005"")) return true; else return false;","0","Charge"<endrec>
"","303359","S","if((GetAccuInContext(Transaction.Context, 2, ""AAccumulator_Count_Roshi1"", 0) >= 18L) && (Transaction.InitiatedTime > todate(""20-04-2018 14:38:37"",""dd-MM-yyyy HH:mm:ss""))) return true; else return false;","0","Charge"<endrec>
"","303360","S","if((Transaction.Channel == ""1005"")) return true; else return false;","0","Charge"<endrec>
"","303361","S","if((GetAccuInContext(Transaction.Context, 2, ""AAccumulator_Count_Roshi1"", 0) >= 19L) && (Transaction.InitiatedTime > todate(""20-04-2018 14:45:37"",""dd-MM-yyyy HH:mm:ss""))) return true; else return false;","0","Charge"<endrec>
"","303362","S","if((GetAccuInContext(Transaction.Context, 2, ""AAccumulator_Count_Roshi1"", 0) >= 19L) && (Transaction.InitiatedTime > todate(""20-04-2018 14:45:37"",""dd-MM-yyyy HH:mm:ss""))) return true; else return false;","0","Charge"<endrec>
"","303363","S","if((Transaction.Channel == ""1003"")) return true; else return false;","0","Charge"<endrec>
"","303364","S","if((GetAccuInContext(Transaction.Context, 2, ""AAccumulator_Count_Roshi1"", 0) >= 20L) && (Transaction.InitiatedTime > todate(""20-04-2018 14:50:37"",""dd-MM-yyyy HH:mm:ss""))) return true; else return false;","0","Charge"<endrec>
"","303365","S","if((Transaction.Channel == ""1003"")) return true; else return false;","0","Charge"<endrec>
"","303373","S","if((Initiator.Segments in [510452L,510662L])) return true; else return false;","0","Charge"<endrec>
"","303374","S","if((Initiator.Birthday >= todate(""01-01-2005"", ""dd-MM-yyyy""))) return true; else return false;","0","Charge"<endrec>
"","303375","S","if((Initiator.Segments in [510452L,510662L])) return true; else return false;","0","Charge"<endrec>
"","303376","S","if((Initiator.Birthday >= todate(""01-01-2005"", ""dd-MM-yyyy""))) return true; else return false;","0","Charge"<endrec>
"","303377","S","if((Initiator.Segments in [510452L,510662L])) return true; else return false;","0","Charge"<endrec>
"","303378","S","if((Initiator.RegisteredDate >= todate(""01-01-2018"",""dd-MM-yyyy HH:mm:ss""))) return true; else return false;","0","Charge"<endrec>
"","303379","S","if((Initiator.Segments in [510452L,510662L])) return true; else return false;","0","Charge"<endrec>
"","303380","C","if((Initiator.RegisteredDate >= todate(""01-01-2018 14:00:36"",""dd-MM-yyyy HH:mm:ss"")))
    return true;
else
    return false;","0","Charge"<endrec>
"","303381","S","if((Initiator.Segments in [510452L,510662L])) return true; else return false;","0","Charge"<endrec>
"","303383","C","if((Transaction.InitiatedTime >=todate(""01-01-2018 14:00:36"",""dd-MM-yyyy HH:mm:ss"")) && (Initiator.RegisteredDate >= todate(""01-01-2018 14:00:36"",""dd-MM-yyyy HH:mm:ss"")))
    return true;
else
    return false;","0","Charge"<endrec>
"","303384","S","if((Initiator.Segments in [510452L,510662L])) return true; else return false;","0","Charge"<endrec>
"","303385","C","if((Transaction.InitiatedTime >=todate (""23-04-2018 14:00:36"",""dd-MM-yyyy HH:mm:ss"")))
    return true;
else
    return false;","0","Charge"<endrec>
"","303386","S","if((Initiator.Segments in [510452L,510662L])) return true; else return false;","0","Charge"<endrec>
"","303387","C","if((Transaction.InitiatedTime <=todate (""23-04-2018 14:00:36"",""dd-MM-yyyy HH:mm:ss"")))
    return true;
else
    return false;","0","Charge"<endrec>
"","303388","S","if((GetAccuInContext(Transaction.Context, 2, ""B2C_Value"", 0) >= 300L)) return true; else return false;","0","Charge"<endrec>
"","303389","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303390","S","if((GetAccuInContext(Transaction.Context, 2, ""B2C_Value"", 0) >= 500L)) return true; else return false;","0","Charge"<endrec>
"","303391","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303392","S","if((Transaction.Amount <= 1000L)) return true; else return false;","0","Charge"<endrec>
"","303393","S","if((GetAccuInContext(Transaction.Context, 2, ""B2C_OrgCritical"", 0) >= 1L)) return true; else return false;","0","Charge"<endrec>
"","303394","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303395","S","if((Initiator.Segments in [510452L,510662L])) return true; else return false;","0","Charge"<endrec>
"","303396","C","if((Initiator.Segments in [510452L]) && (Transaction.InitiatedTime <=todate (""24-04-2018 14:00:36"",""dd-MM-yyyy HH:mm:ss"")) && (Transaction.InitiatedTime >=todate (""23-04-2018 10:00:36"",""dd-MM-yyyy HH:mm:ss"")))
    return true;
else
    return false;","0","Charge"<endrec>
"","303397","S","if((GetAccuInContext(Transaction.Context, 2, ""B2C_OrgCritical"", 0) >= 1L)) return true; else return false;","0","Charge"<endrec>
"","303398","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303400","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303401","S","if((GetAccuInContext(Transaction.Context, 2, ""B2C_Value"", 0) >= 2000L)) return true; else return false;","0","Charge"<endrec>
"","303402","S","if((GetAccuInContext(Transaction.Context, 0, ""Aux_conut"", 0) >= 12L) && (Transaction.Channel == ""1005"")) return true; else return false;","0","Charge"<endrec>
"","303403","S","if((Receiver.ActiveDate == todate(""06-02-2017 15:50:35"",""dd-MM-yyyy HH:mm:ss""))) return true; else return false;","0","Charge"<endrec>
"","303404","S","if((Receiver.ActiveDate == todate(""06-02-2017 15:50:35"",""dd-MM-yyyy HH:mm:ss""))) return true; else return false;","0","Charge"<endrec>
"","303405","S","if((Initiator.Segments in [510452L,510662L])) return true; else return false;","0","Charge"<endrec>
"","303406","S","if((GetAccuInContext(Transaction.Context, 2, ""Accumulator_Critical"", 0) >= 100L)) return true; else return false;","0","Charge"<endrec>
"","303407","S","if((GetAccuInContext(Transaction.Context, 0, ""Aux_conut"", 0) >= 12L) && (Transaction.Channel == ""1005"")) return true; else return false;","0","Charge"<endrec>
"","303408","S","if((GetAccuInContext(Transaction.Context, 0, ""Aux_conut"", 0) >= 12L) && (Transaction.Channel == ""1005"")) return true; else return false;","0","Charge"<endrec>
"","303409","S","if((Transaction.Channel == ""1005"")) return true; else return false;","0","Charge"<endrec>
"","303410","S","if((Transaction.Channel == ""1005"")) return true; else return false;","0","Charge"<endrec>
"","303411","S","if((Transaction.Channel == ""1003"")) return true; else return false;","0","Charge"<endrec>
"","303412","S","if((Transaction.Channel == ""1003"")) return true; else return false;","0","Charge"<endrec>
"","303413","S","if((Transaction.Channel == ""1003"")) return true; else return false;","0","Charge"<endrec>
"","303414","S","if((GetAccuInContext(Transaction.Context, 2, ""B2C_Value"", 0) >= 500L)) return true; else return false;","0","Charge"<endrec>
"","303415","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303416","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303417","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303418","S","if((Initiator.Segments in [510452L,510662L])) return true; else return false;","0","Charge"<endrec>
"","303419","S","if((GetAccuInContext(Transaction.Context, 2, ""Madu_Amount"", 0) >= 100L)) return true; else return false;","0","Charge"<endrec>
"","303420","S","if((Initiator.Segments in [510452L,510662L])) return true; else return false;","0","Charge"<endrec>
"","303421","S","if((GetAccuInContext(Transaction.Context, 2, ""Madu_Amount"", 0) >= 100L)) return true; else return false;","0","Charge"<endrec>
"","303422","S","if((GetAccuInContext(Action.Context, 2, ""Send_money_AUXvalue"", 0) >= 200L) && (Transaction.Channel == ""1003"")) return true; else return false;","0","Charge"<endrec>
"","303424","S","if((GetAccuInContext(Action.Context, 2, ""AUX_Value_Roshi"", 0) >= 200L) && (Transaction.Channel == ""1003"")) return true; else return false;","0","Charge"<endrec>
"","303425","S","if((GetAccuInContext(Action.Context, 2, ""Acc_Value_Udeni"", 0) >= 200L) && (Transaction.Channel == ""1003"")) return true; else return false;","0","Charge"<endrec>
"","303426","S","if((GetAccuInContext(Transaction.Context, 2, ""Acc_Value_Udeni"", 0) >= 400L) && (Transaction.Channel == ""1003"")) return true; else return false;","0","Charge"<endrec>
"","303427","S","if((Transaction.Channel == ""1003"")) return true; else return false;","0","Charge"<endrec>
"","303428","S","if((GetAccuInContext(Transaction.Context, 2, ""Acc_Value_Udeni"", 0) >= 600L) && (Transaction.Channel == ""1003"")) return true; else return false;","0","Charge"<endrec>
"","303429","S","if((GetAccuInContext(Transaction.Context, 2, ""Accumulator_Amount"", 0) >= 200L)) return true; else return false;","0","Charge"<endrec>
"","303430","S","if((GetAccuInContext(Transaction.Context, 2, ""Accu_Count_Kalindu"", 0) >= 3L)) return true; else return false;","0","Charge"<endrec>
"","303431","S","if((Transaction.Channel == ""1003"")) return true; else return false;","0","Charge"<endrec>
"","303432","S","if((GetAccuInContext(Transaction.Context, 2, ""B2C_Value"", 0) >= 500L)) return true; else return false;","0","Charge"<endrec>
"","303433","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303434","S","if((GetAccuInContext(Transaction.Context, 2, ""AAccumulator_Count_Roshi"", 0) >= 2L) && (Initiator.Segments in [510452L]) && (Transaction.InitiatedTime >= todate(""25-04-2018 09:50:02"",""dd-MM-yyyy HH:mm:ss""))) return true; else return false;","0","Charge"<endrec>
"","303435","S","if((GetAccuInContext(Transaction.Context, 2, ""Accu_Count_Kalindu"", 0) >= 3L)) return true; else return false;","0","Charge"<endrec>
"","303436","S","if((Transaction.Channel == ""1003"")) return true; else return false;","0","Charge"<endrec>
"","303437","S","if((GetAccuInContext(Transaction.Context, 2, ""B2C_Value"", 0) >= 50000L)) return true; else return false;","0","Charge"<endrec>
"","303438","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303439","S","if((GetAccuInContext(Transaction.Context, 2, ""B2C_Value"", 0) >= 500L)) return true; else return false;","0","Charge"<endrec>
"","303440","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303441","S","if((GetAccuInContext(Transaction.Context, 2, ""B2C_testvalue"", 0) <= 500L)) return true; else return false;","0","Charge"<endrec>
"","303442","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303443","S","if((GetAccuInContext(Transaction.Context, 2, ""B2C_testvalue"", 0) >= 500L)) return true; else return false;","0","Charge"<endrec>
"","303444","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303445","S","if((GetAccuInContext(Transaction.Context, 2, ""B2C_Value"", 0) >= 500L)) return true; else return false;","0","Charge"<endrec>
"","303446","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303447","S","if((GetAccuInContext(Transaction.Context, 2, ""B2C_Value"", 0) >= 50000L)) return true; else return false;","0","Charge"<endrec>
"","303448","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303454","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303455","S","if((GetAccuInContext(Transaction.Context, 2, ""B2C_testvalue"", 0) >= 500L)) return true; else return false;","0","Charge"<endrec>
"","303456","S","if((GetAccuInContext(Transaction.Context, 2, ""B2C_testvalue"", 0) >= 12000L)) return true; else return false;","0","Charge"<endrec>
"","303457","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303458","S","if((GetAccuInContext(Transaction.Context, 2, ""B2C_testvalue"", 0) >= 1200000L)) return true; else return false;","0","Charge"<endrec>
"","303459","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303463","S","if((GetAccuInContext(Transaction.Context, 2, ""B2C_Counttest"", 0) >= 2L)) return true; else return false;","0","Charge"<endrec>
"","303464","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303465","S","if((Initiator.Segments in [510452L,510662L])) return true; else return false;","0","Charge"<endrec>
"","303466","S","if((GetAccuInContext(Transaction.Context, 2, ""Madu_Amount"", 0) <= 10000L)) return true; else return false;","0","Charge"<endrec>
"","303467","S","if((GetAccuInContext(Transaction.Context, 2, ""AAAccumulator_Value_Roshi"", 0) >= 120L)) return true; else return false;","0","Charge"<endrec>
"","303468","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303469","S","if((Initiator.Segments in [510452L,510662L])) return true; else return false;","0","Charge"<endrec>
"","303470","S","if((Initiator.RegisteredDate >= todate(""01-04-2018"",""dd-MM-yyyy HH:mm:ss""))) return true; else return false;","0","Charge"<endrec>
"","303471","S","if((Initiator.Segments in [510452L,510662L])) return true; else return false;","0","Charge"<endrec>
"","303472","S","if((Initiator.RegisteredDate <= todate(""01-04-2018"",""dd-MM-yyyy HH:mm:ss""))) return true; else return false;","0","Charge"<endrec>
"","303484","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303485","S","if((GetAccuInContext(Transaction.Context, 2, ""B2BCount"", 0) > 2L)) return true; else return false;","0","Charge"<endrec>
"","303486","S","if((Initiator.Segments in [510452L,510662L])) return true; else return false;","0","Charge"<endrec>
"","303487","S","if((Initiator.RegisteredDate <= todate(""01-04-2018"",""dd-MM-yyyy HH:mm:ss""))) return true; else return false;","0","Charge"<endrec>
"","303488","S","if((GetAccuInContext(Action.Context, 4, ""Group_Add_Member"", 0) >= 1L)) return true; else return false;","0","Charge"<endrec>
"","303489","S","if((GetAccuInContext(Action.Context, 4, ""Group_Add_Member"", 0) >= 1L)) return true; else return false;","0","Charge"<endrec>
"","303490","S","if((Initiator.Segments in [510452L,510662L])) return true; else return false;","0","Charge"<endrec>
"","303491","S","if((GetAccuInContext(Transaction.Context, 2, ""Madu_Amount"", 0) <= 10000L)) return true; else return false;","0","Charge"<endrec>
"","303493","S","if((GetAccuInContext(Transaction.Context, 2, ""B2C_Value"", 0) >= 50000L)) return true; else return false;","0","Charge"<endrec>
"","303494","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303503","S","if((GetAccuInContext(Transaction.Context, 2, ""B2C_Value"", 0) >= 50000L)) return true; else return false;","0","Charge"<endrec>
"","303504","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303505","S","if((GetAccuInContext(Transaction.Context, 2, ""B2C_Value"", 0) >= 50000L)) return true; else return false;","0","Charge"<endrec>
"","303506","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303507","S","if((GetAccuInContext(Action.Context, 2, ""Group_Balance"", 0) >= 2L)) return true; else return false;","0","Charge"<endrec>
"","303508","S","if((GetAccuInContext(Action.Context, 2, ""Group_Balance"", 0) >= 2L)) return true; else return false;","0","Charge"<endrec>
"","303509","S","if((GetAccuInContext(Transaction.Context, 2, ""Group_Balance"", 0) >= 2L)) return true; else return false;","0","Charge"<endrec>
"","303510","S","if((GetAccuInContext(Transaction.Context, 2, ""Group_Balance"", 0) >= 2L)) return true; else return false;","0","Charge"<endrec>
"","303511","S","if((Transaction.Channel == ""1003"")) return true; else return false;","0","Charge"<endrec>
"","303512","S","if((GetAccuInContext(Action.Context, 4, ""Group_Balance"", 0) >= 2L)) return true; else return false;","0","Charge"<endrec>
"","303513","S","if((GetAccuInContext(Action.Context, 4, ""Group_Balance"", 0) >= 8L)) return true; else return false;","0","Charge"<endrec>
"","303514","S","if((GetAccuInContext(Action.Context, 4, ""Group_Add_Member"", 0) >= 1L)) return true; else return false;","0","Charge"<endrec>
"","303515","S","if((GetAccuInContext(Action.Context, 4, ""Group_Add_Member"", 0) >= 2L)) return true; else return false;","0","Charge"<endrec>
"","303516","S","if((GetAccuInContext(Action.Context, 4, ""Group_Add_Member"", 0) >= 2L)) return true; else return false;","0","Charge"<endrec>
"","303517","S","if((GetAccuInContext(Action.Context, 4, ""Group_Add_Member"", 0) >= 2L)) return true; else return false;","0","Charge"<endrec>
"","303518","S","if((GetAccuInContext(Transaction.Context, 2, ""B2BCount"", 0) > 2L)) return true; else return false;","0","Charge"<endrec>
"","303519","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303520","S","if((GetAccuInContext(Transaction.Context, 2, ""Testamount_1"", 0) > 400L)) return true; else return false;","0","Charge"<endrec>
"","303521","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303522","S","if((GetAccuInContext(Transaction.Context, 2, ""Testamount_1"", 0) > 40000L)) return true; else return false;","0","Charge"<endrec>
"","303523","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303524","S","if((GetAccuInContext(Transaction.Context, 2, ""Testamount_1"", 0) > 40000L)) return true; else return false;","0","Charge"<endrec>
"","303525","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303526","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303527","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303528","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303529","S","if((GetAccuInContext(Transaction.Context, 2, ""Testacount_2"", 0) > 40000L)) return true; else return false;","0","Charge"<endrec>
"","303530","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303531","S","if((GetAccuInContext(Transaction.Context, 2, ""Testamount_2"", 0) > 40000L)) return true; else return false;","0","Charge"<endrec>
"","303532","S","if((Transaction.Amount <= 1000L)) return true; else return false;","0","Charge"<endrec>
"","303533","S","if((Debit.RegisteredDate > todate(""01-05-2017"",""dd-MM-yyyy HH:mm:ss""))) return true; else return false;","0","Charge"<endrec>
"","303534","S","if((GetAccuInContext(Transaction.Context, 2, ""B2C_Value"", 0) >= 50000L)) return true; else return false;","0","Charge"<endrec>
"","303535","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303536","S","if((GetAccuInContext(Transaction.Context, 2, ""B2C_Value"", 0) >= 50000L)) return true; else return false;","0","Charge"<endrec>
"","303537","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303538","S","if((GetAccuInContext(Transaction.Context, 2, ""Testamount_1"", 0) > 50000L)) return true; else return false;","0","Charge"<endrec>
"","303539","S","if((Credit.IdentityType == 7000)) return true; else return false;","0","Charge"<endrec>
"","303540","S","if((Transaction.Channel == ""1003"")) return true; else return false;","0","Charge"<endrec>
"","303541","S","if((GetAccuInContext(Transaction.Context, 2, ""Testdycount"", 0) >= 1L)) return true; else return false;","0","Charge"<endrec>
"","303542","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303543","S","if((GetAccuInContext(Transaction.Context, 2, ""Testdyamount"", 0) > 10000L)) return true; else return false;","0","Charge"<endrec>
"","303544","S","if((GetAccuInContext(Transaction.Context, 2, ""Testdycount"", 0) >= 1L)) return true; else return false;","0","Charge"<endrec>
"","303545","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303546","S","if((GetAccuInContext(Transaction.Context, 2, ""Testdyamount_1"", 0) > 10000L)) return true; else return false;","0","Charge"<endrec>
"","303547","S","if((GetAccuInContext(Transaction.Context, 2, ""Testdycount"", 0) >= 1L)) return true; else return false;","0","Charge"<endrec>
"","303548","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303550","S","if((GetAccuInContext(Transaction.Context, 2, ""Testdyamount_2"", 0) > 10000L)) return true; else return false;","0","Charge"<endrec>
"","303551","S","if((GetAccuInContext(Transaction.Context, 2, ""Testdycount"", 0) >= 1L)) return true; else return false;","0","Charge"<endrec>
"","303552","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303553","S","if((GetAccuInContext(Transaction.Context, 2, ""Testdyamount_3"", 0) > 10000L)) return true; else return false;","0","Charge"<endrec>
"","303563","S","if((Debit.MSISDN == ""40720331974"")) return true; else return false;","0","Charge"<endrec>
"","303564","S","if((Initiator.Segments in [510452L,510662L])) return true; else return false;","0","Charge"<endrec>
"","303565","S","if((GetAccuInContext(Transaction.Context, 2, ""Madu_Amount"", 0) <= 10000L)) return true; else return false;","0","Charge"<endrec>
"","303566","S","if((Transaction.Amount <= 1000L)) return true; else return false;","0","Charge"<endrec>
"","303567","S","if((Transaction.Channel == ""1005"")) return true; else return false;","0","Charge"<endrec>
"","303568","S","if((Initiator.Segments in [510452L,510662L])) return true; else return false;","0","Charge"<endrec>
"","303569","S","if((GetAccuInContext(Transaction.Context, 2, ""Madu_Amount"", 0) <= 10000L)) return true; else return false;","0","Charge"<endrec>
"","303570","S","if((Transaction.Amount <= 1000L)) return true; else return false;","0","Charge"<endrec>
"","303571","S","if((Transaction.Amount <= 1000L)) return true; else return false;","0","Charge"<endrec>
"","303572","S","if((Transaction.Amount <= 1000L)) return true; else return false;","0","Charge"<endrec>
"","303573","S","if((GetAccuInContext(Action.Context, 4, ""Group_Add_Member"", 0) >= 2L)) return true; else return false;","0","Charge"<endrec>
"","303575","S","if((Debit.MSISDN == ""40720332011"")) return true; else return false;","0","Charge"<endrec>
"","303583","S","if((IsVisitLocationBelong(Initiator.PositionType, Initiator.Position, ""001001001"") == 0L)) return true; else return false;","0","Charge"<endrec>
"","303584","S","if((Debit.MSISDN == ""40720011926"")) return true; else return false;","0","Charge"<endrec>
"","303597","S","if((Transaction.Amount <= 1000L)) return true; else return false;","0","Charge"<endrec>
"","303598","S","if((IsVisitLocationBelong(Initiator.PositionType, Initiator.Position, ""1"") == 0L)) return true; else return false;","0","Charge"<endrec>
"","303599","S","if((Transaction.Amount <= 1000L)) return true; else return false;","0","Charge"<endrec>
"","303600","S","if((IsVisitLocationBelong(Initiator.PositionType, Initiator.Position, ""002004001"") == 0L)) return true; else return false;","0","Charge"<endrec>
"","303603","S","if((Transaction.Amount <= 1000L)) return true; else return false;","0","Charge"<endrec>
"","303604","S","if((IsVisitLocationBelong(Initiator.PositionType, Initiator.Position, ""002004001"") == 0L)) return true; else return false;","0","Charge"<endrec>
"","303605","S","if((Transaction.Amount <= 1000L)) return true; else return false;","0","Charge"<endrec>
"","303606","S","if((IsVisitLocationBelong(Initiator.PositionType, Initiator.Position, ""002004001"") == 0L)) return true; else return false;","0","Charge"<endrec>
"","303607","S","if((IsVisitLocationBelong(Initiator.PositionType, Initiator.Position, ""002004001"") == 0L)) return true; else return false;","0","Charge"<endrec>
"","303608","S","if((IsVisitLocationBelong(Initiator.PositionType, Initiator.Position, ""001001001"") == 0L)) return true; else return false;","0","Charge"<endrec>
"","303609","S","if((Credit.IdentityType == 7000)) return true; else return false;","0","Charge"<endrec>
"","303610","S","if((Transaction.Channel == ""1003"")) return true; else return false;","0","Charge"<endrec>
"","303611","S","if((Initiator.Segments in [510452L,510662L])) return true; else return false;","0","Charge"<endrec>
"","303612","S","if((GetAccuInContext(Transaction.Context, 2, ""Madu_Amount"", 0) <= 10000L)) return true; else return false;","0","Charge"<endrec>
"","303613","S","if((Credit.IdentityType == 7000)) return true; else return false;","0","Charge"<endrec>
"","303614","S","if((Transaction.Channel == ""1003"")) return true; else return false;","0","Charge"<endrec>
"","303615","S","if((Initiator.Segments in [510452L,510662L])) return true; else return false;","0","Charge"<endrec>
"","303616","S","if((GetAccuInContext(Transaction.Context, 2, ""Madu_Amount"", 0) <= 10000L)) return true; else return false;","0","Charge"<endrec>
"","303617","S","if((Transaction.Amount <= 1000L)) return true; else return false;","0","Charge"<endrec>
"","303618","S","if((IsVisitLocationBelong(Initiator.PositionType, Initiator.Position, ""002004001"") == 0L)) return true; else return false;","0","Charge"<endrec>
"","303619","C","return Transaction.Amount ;","0","Charge"<endrec>
"","303623","S","if((GetAccuInContext(Transaction.Context, 2, ""AAccumulator_Count_Roshi"", 0) >= 2L) && (Initiator.Segments in [510452L]) && (Transaction.InitiatedTime >= todate(""25-04-2018 09:50:02"",""dd-MM-yyyy HH:mm:ss""))) return true; else return false;","0","Charge"<endrec>
"","303624","S","if((GetAccuInContext(Transaction.Context, 2, ""AAccumulator_Count_Roshi"", 0) >= 2L) && (Initiator.Segments in [510452L]) && (Transaction.InitiatedTime >= todate(""25-04-2018 09:50:02"",""dd-MM-yyyy HH:mm:ss""))) return true; else return false;","0","Charge"<endrec>
"","303625","S","if((IsVisitLocationBelong(Initiator.PositionType, Initiator.Position, ""001001001"") == 0L)) return true; else return false;","0","Charge"<endrec>
"","303633","S","if((GetAccuInContext(Transaction.Context, 2, ""AAccumulator_Count_Roshi"", 0) >= 2L) && (Initiator.Segments in [510452L]) && (Transaction.InitiatedTime >= todate(""25-04-2018 09:50:02"",""dd-MM-yyyy HH:mm:ss""))) return true; else return false;","0","Charge"<endrec>
"","303634","S","if((IsVisitLocationBelong(Initiator.PositionType, Initiator.Position, ""001001001"") == 0L)) return true; else return false;","0","Charge"<endrec>
"","303635","S","if((GetAccuInContext(Transaction.Context, 2, ""AAccumulator_Count_Roshi"", 0) >= 2L) && (Initiator.Segments in [510452L]) && (Transaction.InitiatedTime >= todate(""25-04-2018 09:50:02"",""dd-MM-yyyy HH:mm:ss""))) return true; else return false;","0","Charge"<endrec>
"","303636","S","if((IsVisitLocationBelong(Initiator.PositionType, Initiator.Position, ""001001001"") == 0L)) return true; else return false;","0","Charge"<endrec>
"","303643","S","if((GetAccuInContext(Transaction.Context, 2, ""AAccumulator_Count_Roshi"", 0) >= 2L) && (Initiator.Segments in [510452L]) && (Transaction.InitiatedTime >= todate(""25-04-2018 09:50:02"",""dd-MM-yyyy HH:mm:ss""))) return true; else return false;","0","Charge"<endrec>
"","303644","S","if((IsVisitLocationBelong(Initiator.PositionType, Initiator.Position, ""001001001"") == 0L)) return true; else return false;","0","Charge"<endrec>
"","303645","S","if((Transaction.Amount <= 1000L)) return true; else return false;","0","Charge"<endrec>
"","303646","S","if((IsVisitLocationBelong(Initiator.PositionType, Initiator.Position, ""002004001"") == 0L)) return true; else return false;","0","Charge"<endrec>
"","303647","S","if((GetAccuInContext(Transaction.Context, 2, ""AAccumulator_Count_Roshi"", 0) >= 2L) && (Initiator.Segments in [510452L]) && (Transaction.InitiatedTime >= todate(""25-04-2018 09:50:02"",""dd-MM-yyyy HH:mm:ss""))) return true; else return false;","0","Charge"<endrec>
"","303648","S","if((IsVisitLocationBelong(Initiator.PositionType, Initiator.Position, ""001001001"") == 0L)) return true; else return false;","0","Charge"<endrec>
"","303649","S","if((Transaction.Amount <= 1000L)) return true; else return false;","0","Charge"<endrec>
"","303650","S","if((IsVisitLocationBelong(Initiator.PositionType, Initiator.Position, ""002004001"") == 0L)) return true; else return false;","0","Charge"<endrec>
"","303651","S","if((Transaction.Amount <= 1000L)) return true; else return false;","0","Charge"<endrec>
"","303652","S","if((IsVisitLocationBelong(Initiator.PositionType, Initiator.Position, ""002004001"") == 0L)) return true; else return false;","0","Charge"<endrec>
"","303663","S","if((Initiator.Segments in [510452L,510662L])) return true; else return false;","0","Charge"<endrec>
