DATA_DICT_KEY,DATA_DICT_VALUE,DISPLAY_ORDER,IS_EDITABLE,LOAD_DATA_TS,NAME,STATUS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        <endrec>
"CPS.STK.TRANSACTION_TYPE","CustomerApplyGroupDepositVoucher","93","N","","CustomerApplyGroupDepositVoucher","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","CustomerBuyAirtimeWithPreValidation","259","N","","CustomerBuyAirtimeWithPreValidation","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","CustomerBuyForeignCurrencyDirectModel","145","N","","CustomerBuyForeignCurrencyDirectModel","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","CustomerBuyGoodsWithPreValidation","261","N","","CustomerBuyGoodsWithPreValidation","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","CustomerBuyGoodsWithPreValidationwithOD","263","N","","CustomerBuyGoodsWithPreValidationwithOD","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","CustomerCancelCard","205","N","","CustomerCancelCard","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","CustomerCancelDirectDebitMandate","185","N","","Cancel Customer Direct Debit Mandate","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","CustomerChangeLanguage","26","Y","","CustomerChangeLanguage","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","CustomerChangePIN","24","Y","","CustomerChangePIN","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","CustomerChangeSecretWord","25","Y","","CustomerChangeSecretWord","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","CustomerCloseAccountForMultiple","54","N","","CustomerCloseAccountForMultiple","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","CustomerCreateAccountForMultiple","50","N","","CustomerCreateAccountForMultiple","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","CustomerDepositWithPreValidation","260","N","","CustomerDepositWithPreValidation","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","CustomerEditDirectDebitMandate","181","N","","Edit Customer Direct Debit Mandate","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","CustomerIntraAccountTransfer_Saving_To_Saving","59","N","","CustomerIntraAccountTransfer_Saving_To_Saving","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","CustomerIntraAccountTransfer_Saving_To_m-pesa","57","N","","CustomerIntraAccountTransfer_Saving_To_m-pesa","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","CustomerIntraAccountTransfer_m-pesa_To_Saving","60","N","","CustomerIntraAccountTransfer_m-pesa_To_Saving","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","CustomerIntraAccountTransfer_m-pesa_To_m-pesa","58","N","","CustomerIntraAccountTransfer_m-pesa_To_m-pesa","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","CustomerPayBillWithPreValidation","258","N","","CustomerPayBillWithPreValidation","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","CustomerPaymentWithForeignExchange","143","N","","CustomerPaymentWithForeignExchange","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","CustomerQueryGroupLoyaltyAccountBalance","237","N","","CustomerQueryGroupLoyaltyAccountBalance","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","CustomerQueryGroupLoyaltyAccountStatement","238","N","","CustomerQueryGroupLoyaltyAccountStatement","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","CustomerQueryLoyaltyAccountBalance","235","N","","CustomerQueryLoyaltyAccountBalance","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","CustomerQueryLoyaltyAccountStatement","236","N","","CustomerQueryLoyaltyAccountStatement","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","CustomerReactivateDirectDebitMandate","189","N","","Reactivate Customer Direct Debit Mandate","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","CustomerRegisterCard","212","N","","CustomerRegisterCard","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","CustomerReversalRequest","65","N","","CustomerReversalRequest","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","CustomerShowBalance","23","Y","","CustomerShowBalance","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","CustomerSubscribeBundle","128","N","","CustomerSubscribeBundle","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Customer_Transfer_from_Bank_to_M-Pesa","195","N","","Customer Transfer from Bank to M-Pesa","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Customer_Transfer_from_M-Pesa_to_Bank","193","N","","Customer Transfer from M-Pesa to Bank","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Delete_Customer_Bank_Account","158","N","","Delete Customer Bank Account","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Delete_Customer_Bank_Account_Lookup","163","N","","Delete Customer Bank Account Lookup","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Delete_Group_Bank_Account","170","N","","Delete Group Bank Account","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Delete_Group_Bank_Account_Lookup","166","N","","Delete Group Bank Account Lookup","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Delete_Reminder_Schedule","46","N","","Delete_Reminder_Schedule","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Deposit","37","Y","","Deposit","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Disable_CNS","254","N","","Disable_CNS","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Enable_CNS","255","N","","Enable_CNS","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","FSI_BankBalance","54","Y","","FSI_BankBalance","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","FSI_MiniStatement","33","N","","FSI_MiniStatement","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","FullRepayment","272","N","","FullRepayment","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","GiveCash","38","Y","","GiveCash","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","GroupATMDepositVoucher","110","N","","GroupATMDepositVoucher","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","GroupATMWithdrawalVoucher","109","N","","GroupATMWithdrawalVoucher","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","GroupActivateCard","216","N","","GroupActivateCard","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","GroupB2GTransfer","81","N","","GroupB2GTransfer","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","GroupBuyGoodswithVoucher","76","N","","GroupBuyGoodswithVoucher","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","GroupCancelCard","207","N","","GroupCancelCard","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","GroupCancelDirectDebitMandate","186","N","","Cancel Group Direct Debit Mandate","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","GroupDepositWithVoucher","84","N","","GroupDepositWithVoucher","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","GroupEditDirectDebitMandate","182","N","","Edit Group Direct Debit Mandate","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","GroupG2GTransfer","78","N","","GroupG2GTransfer","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","GroupG2GTransferWithPreValidation","221","N","","GroupG2GTransferWithPreValidation","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","GroupG2PTransfer","77","N","","GroupG2PTransfer","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","GroupP2GTransfer","80","N","","GroupP2GTransfer","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","GroupPay3rdBill","268","N","","GroupPay3rdBill","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","GroupPayBill","79","N","","GroupPayBill","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","GroupPaymentWithForeignExchange","149","N","","GroupPaymentWithForeignExchange","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","GroupReactivateDirectDebitMandate","190","N","","Reactivate Group Direct Debit Mandate","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","GroupRefund","91","N","","GroupRefund","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","GroupRegisterCard","213","N","","GroupRegisterCard","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","GroupSellForeignCurrencyDirectModel","147","N","","GroupSellForeignCurrencyDirectModel","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","GroupSubscribeBundle","130","N","","GroupSubscribeBundle","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","GroupWithdrawWithVoucher","89","N","","GroupWithdrawWithVoucher","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Group_Transfer_from_Bank_to_M-Pesa","196","N","","Group Transfer from Bank to M-Pesa","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Group_Transfer_from_M-Pesa_to_Bank","194","N","","Group Transfer from M-Pesa to Bank","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Group_Two_Part_Buy_Goods","218","N","","Group Two Part Buy Goods","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Group_Two_Part_Payment_Confirm","219","N","","Group Two Part Payment Confirm","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Group_Two_Part_Voucher_Redeeming","220","N","","Group Two Part Voucher Redeeming","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","IMTSendByOTCVoucher","116","N","","IMTSendByOTCVoucher","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","IMTSendQueryQuoteByOTCVoucher","115","N","","IMTSendQueryQuoteByOTCVoucher","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","IMT_RequestQuote","37","N","","IMT_RequestQuote","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","IMT_RequestQuote_OTC","41","N","","IMT_RequestQuote_OTC","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","IMT_TransferAbroad","38","N","","IMT_TransferAbroad","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","IMT_TransferAbroad_OTC","42","N","","IMT_TransferAbroad_OTC","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Initiate_Customer_Reversal_Transaction","70","N","","Initiate_Customer_Reversal_Transaction","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Initiate_Customer_Transaction_by_Reminder","44","N","","Initiate_Customer_Transaction_by_Reminder","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Initiate_Organization_Reversal_Transaction","71","N","","Initiate_Organization_Reversal_Transaction","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Initiate_Organization_Transaction_by_Reminder","43","N","","Initiate_Organization_Transaction_by_Reminder","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","IssueCoupon","127","N","","IssueCoupon","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","IssueVoucher","122","N","","IssueVoucher","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Kesho_BankBalance","32","N","","Kesho_BankBalance","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Kesho_Deposit","26","N","","Kesho_Deposit","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Kesho_MiniStatement","36","N","","Kesho_MiniStatement","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Kesho_RequestInsurance","30","N","","Kesho_RequestInsurance","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Kesho_RequestInsurance_Terms_and_Conditions","31","N","","Kesho_RequestInsurance_Terms_and_Conditions","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Kesho_RequestLoan","28","N","","Kesho_RequestLoan","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Kesho_RequestLoan_Terms_and_Conditions","29","N","","Kesho_RequestLoan_Terms_and_Conditions","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Kesho_Withdraw","27","N","","Kesho_Withdraw","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","MoveMoneyBetweenBranches","15","Y","","MoveMoneyBetweenBranches","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","MoveMoneyFromFloat","28","Y","","MoveMoneyFromFloat","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","MoveMoneyFromWorking","27","Y","","MoveMoneyFromWorking","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","NotAllowMyNameBeSearched","256","N","","NotAllowMyNameBeSearched","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","OperatorChangePin","32","Y","","OperatorChangePin","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","OperatorChangeSecretWord","33","Y","","OperatorChangeSecretWord","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","OptOutOD","273","N","","OptOutOD","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","OrgActivateCard","217","N","","OrgActivateCard","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","OrgCancelCard","206","N","","OrgCancelCard","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","OrgCancelDirectDebitMandate","187","N","","Cancel Organization Direct Debit Mandate","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","OrgCancelDirectDebitMandateByPayee","188","N","","Cancel Organization Direct Debit Mandate By Payee","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","OrgCloseAccountForMultiple","55","N","","OrgCloseAccountForMultiple","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","OrgCreateAccountForMultiple","51","N","","OrgCreateAccountForMultiple","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","OrgEditDirectDebitMandate","183","N","","Edit Organization Direct Debit Mandate","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","OrgEditDirectDebitMandateByPayee","184","N","","Edit Organization Direct Debit Mandate By Payee","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","OrgIssueVoucher","120","N","","OrgIssueVoucher","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","OrgOperatorPay3rdBill","267","N","","OrgOperatorPay3rdBill","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","OrgQueryConsumerLoyaltyAccountBalance","241","N","","OrgQueryConsumerLoyaltyAccountBalance","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","OrgQueryConsumerLoyaltyAccountStatement","242","N","","OrgQueryConsumerLoyaltyAccountStatement","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","OrgQueryLoyaltyAccountBalance","239","N","","OrgQueryLoyaltyAccountBalance","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","OrgQueryLoyaltyAccountStatement","240","N","","OrgQueryLoyaltyAccountStatement","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","OrgReactivateDirectDebitMandate","191","N","","Reactivate Organization Direct Debit Mandate","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","OrgReactivateDirectDebitMandateByPayee","192","N","","Reactivate Organization Direct Debit Mandate By Payee","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","OrgRegisterCard","214","N","","OrgRegisterCard","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","OrgSubscribeSavingPlanForCustomer","249","N","","OrgSubscribeSavingPlanForCustomer","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","OrgSubscribeSavingPlanForGroup","250","N","","OrgSubscribeSavingPlanForGroup","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","OrgUnSubscribeSavingPlanForCustomer","251","N","","OrgUnSubscribeSavingPlanForCustomer","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","OrgUnSubscribeSavingPlanForGroup","252","N","","OrgUnSubscribeSavingPlanForGroup","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Org_Shwari_Activate","223","N","","Org_Shwari_Activate","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Org_Shwari_Activate_Terms_and_Conditions","224","N","","Org_Shwari_Activate_Terms_and_Conditions","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Org_Shwari_BankBalance","230","N","","Org_Shwari_BankBalance","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Org_Shwari_Deposit","225","N","","Org_Shwari_Deposit","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Org_Shwari_LoanLimit","232","N","","Org_Shwari_LoanLimit","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Org_Shwari_Loan_MiniStatement","233","N","","Org_Shwari_Loan_MiniStatement","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Org_Shwari_MiniStatement","231","N","","Org_Shwari_MiniStatement","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Org_Shwari_PayLoan","228","N","","Org_Shwari_PayLoan","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Org_Shwari_PayLoanFromSavings","229","N","","Org_Shwari_PayLoanFromSavings","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Org_Shwari_RequestLoan","227","N","","Org_Shwari_RequestLoan","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Org_Shwari_Withdraw","226","N","","Org_Shwari_Withdraw","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","OrganizationIntraAccountTransfer_float_To_Working","52","N","","OrganizationIntraAccountTransfer_float_To_Working","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","OrganizationIntraAccountTransfer_float_To_float","61","N","","OrganizationIntraAccountTransfer_float_To_float","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","OrganizationPaymentWithForeignExchange","148","N","","OrganizationPaymentWithForeignExchange","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","OrganizationReversalRequest","66","N","","OrganizationReversalRequest","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","OrganizationSellForeignCurrencyIndirectModel","146","N","","OrganizationSellForeignCurrencyIndirectModel","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","OrganizationShowBalance","31","Y","","OrganizationShowBalance","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","OrgnizationSubscribeBundle","129","N","","OrgnizationSubscribeBundle","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","PartialRepayment","271","N","","PartialRepayment","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Pay3rdBill","266","N","","Pay3rdBill","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","PayBill","34","N","","PayBill","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","PayBillByOTCVoucher","113","N","","PayBillByOTCVoucher","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","PayBillOD","276","N","","PayBillOD","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","PayBill_OTC","39","N","","PayBill_OTC","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","PayBill_OTCWithPreValidation","253","N","","PayBill_OTCWithPreValidation","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Query3rdBill","269","N","","Query3rdBill","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","QueryCustomerBundleDetail","112","N","","QueryCustomerBundleDetail","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","QueryCustomerBundleList","111","N","","QueryCustomerBundleList","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","QueryCustomerIdentityBundleDetail","119","N","","QueryCustomerIdentityBundleDetail","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","QueryCustomerIdentityBundleList","118","N","","QueryCustomerIdentityBundleList","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","QueryGroupAccountBalance","67","N","","QueryGroupAccountBalance","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","QueryGroupBundleDetail","123","N","","QueryGroupBundleDetail","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","QueryGroupBundleList","124","N","","QueryGroupBundleList","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","QueryGroupIdentityBundleDetail","125","N","","QueryGroupIdentityBundleDetail","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","QueryGroupIdentityBundleList","126","N","","QueryGroupIdentityBundleList","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","QueryGroupList","69","N","","QueryGroupList","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","QueryGroupMiniStatement","68","N","","QueryGroupMiniStatement","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","QueryOD","264","N","","QueryOD","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","QueryODStatement","270","N","","QueryODStatement","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","QueryOrgBundleDetail","132","N","","QueryOrgBundleDetail","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","QueryOrgBundleList","131","N","","QueryOrgBundleList","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","QueryOrgIdentityBundleDetail","134","N","","QueryOrgIdentityBundleDetail","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","QueryOrgIdentityBundleList","133","N","","QueryOrgIdentityBundleList","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Query_ALL_Standing_Order_Schedule","178","N","","Query Standing Order Schedule","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Query_Customer_Bank_Account","156","N","","Query Customer Bank Account","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Query_Customer_Bank_Account_Lookup","164","N","","Query Customer Bank Account Lookup","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Query_Group_Bank_Account","168","N","","Query Group Bank Account","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Query_Group_Bank_Account_Lookup","167","N","","Query Group Bank Account Lookup","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Query_Group_Standing_Order_Schedule","179","N","","Query Standing Order Schedule By Group","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Query_Org_Standing_Order_Schedule","180","N","","Query Standing Order Schedule By Org","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","RedeemCoupon","136","N","","RedeemCoupon","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","RedeemIssuedVoucher","121","N","","RedeemIssuedVoucher","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","RedeemTicketVoucher","140","N","","RedeemTicketVoucher","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","RemoveAssistant","36","Y","","RemoveAssistant","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","RemoveGroupMember","85","N","","RemoveGroupMember","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","ReportAllFloats","41","Y","","ReportAllFloats","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","ReportFloat","40","Y","","ReportFloat","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","SendMoney","35","N","","SendMoney","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","SendMoneyWithPreValidation","222","N","","SendMoneyWithPreValidation","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","SendMoney_OD","274","N","","SendMoney_OD","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Shwari_Activate","15","N","","Shwari_Activate","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Shwari_Activate_Group_Terms_and_Conditions","108","N","","Shwari_Activate_Group_Terms_and_Conditions","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Shwari_Activate_Terms_and_Conditions","16","N","","Shwari_Activate_Terms_and_Conditions","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Shwari_BankBalance","23","N","","Shwari_BankBalance","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Shwari_Deposit","17","N","","Shwari_Deposit","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Shwari_Group_Activate","97","N","","Shwari_Group_Activate","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Shwari_Group_BankBalance","98","N","","Shwari_Group_BankBalance","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Shwari_Group_Deposit","100","N","","Shwari_Group_Deposit","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Shwari_Group_LoanLimit","107","N","","Shwari_Group_LoanLimit","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Shwari_Group_LoanMiniStatement","106","N","","Shwari_Group_LoanMiniStatement","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Shwari_Group_MiniStatement","99","N","","Shwari_Group_MiniStatement","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Shwari_Group_PayLoan","103","N","","Shwari_Group_PayLoan","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Shwari_Group_PayLoanFromSavings","102","N","","Shwari_Group_PayLoanFromSavings","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Shwari_Group_RequestLoan","104","N","","Shwari_Group_RequestLoan","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Shwari_Group_RequestLoan_Terms_and_Conditions","105","N","","Shwari_Group_RequestLoan_Terms_and_Conditions","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Shwari_Group_Withdraw","101","N","","Shwari_Group_Withdraw","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Shwari_LoanLimit","25","N","","Shwari_LoanLimit","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Shwari_MiniStatement","24","N","","Shwari_MiniStatement","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Shwari_PayLoan","21","N","","Shwari_PayLoan","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Shwari_PayLoanFromSavings","22","N","","Shwari_PayLoanFromSavings","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Shwari_Query_MiniStatement","63","Y","","Shwari_Query_MiniStatement","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Shwari_RequestLoan","19","N","","Shwari_RequestLoan","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Shwari_RequestLoan_Terms_and_Conditions","20","N","","Shwari_RequestLoan_Terms_and_Conditions","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Shwari_Withdraw","18","N","","Shwari_Withdraw","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","SubscribeSavingPlanForCustomer","243","N","","SubscribeSavingPlanForCustomer","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","SubscribeSavingPlanForGroup","244","N","","SubscribeSavingPlanForGroup","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","SubscribeSavingPlanForOrg","247","N","","SubscribeSavingPlanForOrg","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","TillChangeLanguage","34","Y","","TillChangeLanguage","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Two_Part_Buy_Goods","200","N","","Two Part Buy Goods","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Two_Part_Payment_Confirm","201","N","","Two Part Payment Confirm","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Two_Part_Payment_Org_Confirm","211","N","","Two Part Payment Org Confirm","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","Two_Part_Voucher_Redeeming","208","N","","Two Part Voucher Redeeming","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","UnSubscribeSavingPlanForCustomer","245","N","","UnSubscribeSavingPlanForCustomer","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","UnSubscribeSavingPlanForGroup","246","N","","UnSubscribeSavingPlanForGroup","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","UnSubscribeSavingPlanForOrg","248","N","","UnSubscribeSavingPlanForOrg","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","UpdateCustomerMenu","1","N","","UpdateCustomerMenu","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","UpdateTillMenu","2","N","","UpdateTillMenu","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","View_Direct_Debit_Mandate","142","N","","View Direct Debit Mandate","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","View_Direct_Debit_Mandate_By_Group","154","N","","View Org Direct Debit Mandate By Group","1"<endrec>
"CPS.STK.TRANSACTION_TYPE","View_Direct_Debit_Mandate_Payee","151","N","","View Direct Debit Mandate By Payee","1"<endrec>
