APPLIED_SCENARIO,CATEGORY,ERROR_CODE,ERROR_DESCRIPTION,ERROR_DESCRIPTION_I18N_ID,LOAD_DATA_TS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           <endrec>
"2","BTS","IC50022","The pre-warning period of the standing order schedule exceeds the maximum or is less than 0.","",""<endrec>
"4","BTS","IC50023","'The initiator of the direct debit mandate operation must be the payer, payee, or SP operator.","",""<endrec>
"4","BTS","IC50024","The initiator of the direct debit mandate operation must be the payer, payee, or SP operator.","",""<endrec>
"4","BTS","IC50025","If the initiator is a customer, the initiator can query only data of the initiator.","",""<endrec>
"4","BTS","IC50026","The direct debit mandate has been canceled.","",""<endrec>
"4","BTS","IC50027","The value of Range of Days of the direct debit mandate is incorrect.","",""<endrec>
"4","BTS","IC50028","The payer of the bulk task of the direct debit mandate must be an organization.","",""<endrec>
"4","BTS","IC50029","Card number {2} of the {1} type of identity {0} is not in {3} state.","",""<endrec>
"4","BTS","IC50030","The initiator''s organization {0} is not in the list of organizations that can register or deregister a card of the {1} card type.","",""<endrec>
"4","BTS","IC50031","The entered card number is in incorrect format.","",""<endrec>
"4","BTS","IC50032","Card number {1} of the type {0} to be registered has already been activated.","",""<endrec>
"4","BTS","IC50033","The entered card type {0} does not exist.","",""<endrec>
"4","BTS","IC50034","Card number {2} of the {1} type of identity {0} already exists.","",""<endrec>
"4","BTS","IC50035","The initiator cannot initiate the card operation or the receiver is incorrect.","",""<endrec>
"4","BTS","IC50036","The additional card information is configured in the card type but not transferred in the interface.","",""<endrec>
"4","BTS","IC50037","The additional card information is not configured in the card type but transferred in the interface.","",""<endrec>
"4","BTS","IC50038","The entered additional card information {0} is not in the valid range.","",""<endrec>
"4","BTS","IC50039","The {1} of the additional card information {0} is in incorrect format.","",""<endrec>
"4","BTS","IC50040","The additional card information {0} must be transferred in the card registration scenario.","",""<endrec>
"4","BTS","IC50041","Card number {2} of the {1} type of identity {0} is not in Register or Cancel state.","",""<endrec>
"4","BTS","IC50042","Card number {2} of the {1} type of identity {0} does not exist.","",""<endrec>
"2","BTS","IC50043","The identity type can only be the registered customer, lite customer, SP operator, or organization operator.","",""<endrec>
"2","BTS","IC50044","The identity list is repeated.","",""<endrec>
"2","BTS","IC50045","The identity list does not meet the linking condition.","",""<endrec>
"2","BTS","IC50046","The identity list does not meet the linking condition.","",""<endrec>
"2","BTS","IC50047","The identity list length does not meet the requirements.","",""<endrec>
"2","BTS","IC50048","The identity list does not meet the unlinking condition.","",""<endrec>
"2","BTS","IC50049","The entered identifier type is incorrect.","",""<endrec>
"2","BTS","IC50050","You are not authorized to perform this operation.","",""<endrec>
"2","BTS","IC50051","No more customer can be activated due to the license limit. Contact the system administrator.","",""<endrec>
"4","BTS","IC50052","The balance of account {0} is less than the minimum amount configured in the saving plan or is greater than the maximum amount configured in the saving plan.","",""<endrec>
"4","BTS","IC50053","The command does not match the receiver type.","",""<endrec>
"4","BTS","IC50054","Identity account {0} is not in Active state.","",""<endrec>
"4","BTS","IC50055","The identity account has subscribed to a saving plan of the same type.","",""<endrec>
"4","BTS","IC50056","The entered identity account or all accounts of the identity are not in the application scope of the saving plan.","",""<endrec>
"4","BTS","IC50057","The entered account number or account type does not belong to the identity.","",""<endrec>
"4","BTS","IC50058","The saving plan does not exist or is not in Active state.","",""<endrec>
"4","BTS","IC50059","The short code of the provider must be the short code of the organization to which the operator belongs.","",""<endrec>
"2","BTS","IC50060","The loyalty point account fails to be created. The account type must be the loyalty point account type.","",""<endrec>
"2","BTS","IC50061","The loyalty point account fails to be created. The entered account name must be in the loyalty point plan list of the specified provider.","",""<endrec>
"2","BTS","IC50062","The loyalty point account fails to be created. The entered account name cannot be the same as that of an existing loyalty point account.","",""<endrec>
"2","BTS","IC50063","When an organization operator creates a loyalty point account, the provider identity type must be organization.","",""<endrec>
"2","BTS","IC50064","The loyalty point account fails to be created. The value of Loyalty Schema Role Type is incorrect and must be {0}.","",""<endrec>
"2","BTS","IC50065","During the creation of a loyalty point account, if a loyalty point plan is created, the entered account type must be applicable to the provider. If a loyalty point plan is added, the entered account type must be applicable to the consumer.","",""<endrec>
"4","BTS","IC50066","Card type {0} cannot be registered by identities of the {1} type.","",""<endrec>
"4","BTS","IC50067","The customer cannot query, subscribe to, or unsubscribe from a saving plan for the group because the customer does not belong to the group or is not in the Confirmed state in the group.","",""<endrec>
"5","BTS","IC50068","The initiator does not meet the conditions for querying the current recipient and cannot query the recipient.","",""<endrec>
"2","BTS","IC50069","The transaction is rejected.","",""<endrec>
"4","BTS","IC50070","All accounts or the entered accounts have not subscribed to the specified saving plan.","",""<endrec>
"4","BTS","IC50071","The customer cannot subscribe to or unsubscribe from a saving plan for another customer.","",""<endrec>
"4","BTS","IC50072","The organization operator cannot subscribe to or unsubscribe from a saving plan for another organization.","",""<endrec>
"4","BTS","IC50073","The entity or entity account cannot be closed because the entity account has subscribed to the saving plan and the subscription status is Active.","",""<endrec>
"4","BTS","IC50074","The card number must be entered during card registration.","",""<endrec>
"4","BTS","IC50075","The card type must be entered during card registration.","",""<endrec>
"4","BTS","IC50076","During card registration, if the receiving party is a customer, the customer''s MSISDN {0} must be of the registered customer type.","",""<endrec>
"4","BTS","IC50077","The value of the Territory Type parameter is incorrect.","",""<endrec>
"4","BTS","IC50078","The territory type does not exist.","",""<endrec>
"4","BTS","IC50079","The verification type can be 1, 2, or 3.","",""<endrec>
"4","BTS","IC50080","No location information is entered.","",""<endrec>
"4","BTS","IC50081","The location information type must be 1 or 2.","",""<endrec>
"4","BTS","IC50082","The entered value of the FactorX parameter is incorrect.","",""<endrec>
"4","BTS","IC50083","The entered value of the FactorY parameter is incorrect.","",""<endrec>
"4","BTS","IC50084","The territory information has not been configured or the territory information is incorrect.","",""<endrec>
"4","BTS","IC50085","No territory information is found based on the territory type.","",""<endrec>
"4","BTS","IC50086","The identity is not in the specified region.","",""<endrec>
"2","BTS","IC50087","Failed to import the foss file. The file format or fields are incorrect.","",""<endrec>
"2","BTS","IC50088","Failed to import the foss file. The target directory does not exist.","",""<endrec>
"2","BTS","IC50089","No foss data is found based on the MSISDN.","",""<endrec>
"4","BTS","IC50090","The saving plan to be subscribed is not in the application scope.","",""<endrec>
"4","BTS","IC50091","The identity is not in the application scope of the saving plan during the subscription of the saving plan.","",""<endrec>
"4","BTS","IC50092","The GPRS location is incorrect.","",""<endrec>
"4","BTS","IC50093","Failed to close the identity. A BO operation is not complete.","",""<endrec>
"4","BTS","IC50094","The service interface provided by the third-party system is unavailable.","",""<endrec>
"4","BTS","IC50095","The request fails to be processed through the third-party service interface.","",""<endrec>
"4","BTS","IC50096","The third-party system fails to be invoked.","",""<endrec>
"2","BCS","IC50097","The file is invalid.","",""<endrec>
"2","BCS","IC50098","The file to be downloaded does not exist.","",""<endrec>
"2","BCS","IC50099","The token is not generated in the system because the customer does not log in.","",""<endrec>
"2","BCS","IC50100","The token transferred is incorrect.","",""<endrec>
"2","BCS","IC50101","The token has expired.","",""<endrec>
"4","BCS","IC50102","When a third party is invoked, the third party fails to process.","",""<endrec>
"4","BCS","IC50103","Invalid receiver in  transaction. Recipient has to be registered with CPS in order to receive funds. For more information call Customer Services on {0}.","",""<endrec>
"4","BCS","IC50104","Failed to send {0} because the account balance is insufficient. The account balance must be sufficient for paying the transaction fee and requested amount. The current account balance is {1}.{0}: transaction amount, for example, 100 USD.
{1}: balance, for example, 100 USD.","",""<endrec>
"4","BCS","IC50105","This error is reported when an identity is activated through PIN creation but a timeout occurs.","",""<endrec>
"4","BCS","IC50106","This error is reported when an identity is activated through PIN creation but the PIN already exists.","",""<endrec>
"4","BCS","IC50107","This error is reported when the KYC information fails to be verified.","",""<endrec>
"4","BCS","IC50108","This error is reported when an organization operator is activated through PIN creation but a timeout occurs.","",""<endrec>
"4","BCS","IC50109","This error is reported when an customer is activated through PIN creation but a timeout occurs.","",""<endrec>
"2","LP","LP10000","The loyalty point account does not exist. Loyalty point exchange or adjustment failed.","",""<endrec>
"2","LP","LP10001","The receiver type {0} is not supported. Loyalty point exchange or adjustment failed.","",""<endrec>
"2","LP","LP10002","The loyalty point account balance is insufficient. Loyalty point exchange or adjustment failed.","",""<endrec>
"2","LP","LP10005","Multiple loyalty point accounts are matched. Loyalty point exchange or adjustment failed.","",""<endrec>
"2","LP","LP10007","The loyalty point amount is incorrect. Loyalty point exchange or adjustment failed.","",""<endrec>
"2","LP","LP10009","The entered loyalty point amount is 0. Loyalty point exchange or adjustment failed.","",""<endrec>
"2","LP","LP10010","The length of field {0} is greater than {1}. Loyalty point exchange or adjustment failed.","",""<endrec>
"2","LP","LP10016","Operation failed. The specified LoyaltyPointTypeId is not applicable to the current identity.","",""<endrec>
"2","LP","LP10018","Failed to adjust bonus points. The parameters in the bonus point adjustment request are not set to the required value.","",""<endrec>
"2","LP","LP10019","Failed to adjust bonus points. The recipient is not the same customer as the initiator.","",""<endrec>
"2","LP","LP10020","Failed to adjust bonus points. Several bonus point types are entered in one request.","",""<endrec>
"2","LP","LP10021","Failed to adjust bonus points. The entered value of ExpiredDate is earlier than the current system time.","",""<endrec>
"2","LP","LP10022","Failed to adjust bonus points. The external service sequence number in the bonus point adjustment request already exists.","",""<endrec>
"2","LP","LP10023","Failed to adjust bonus points. The entered value of ExpiredDate is different from the expiration date of the bonus point account with the entered point ID.","",""<endrec>
"2","LP","LP10024","Failed to adjust bonus points. The bonus point account to be adjusted is not active.","",""<endrec>
"2","LP","LP10025","Failed to adjust bonus points. The bonus point account to be adjusted has insufficient balance.","",""<endrec>
"2","LP","LP10026","Failed to adjust bonus points.","",""<endrec>
"2","LP","LP10027","Failed to issue bonus points. The quantity of bonus points in the bonus point issuing request must be less than or equal to zero.","",""<endrec>
"2","LP","LP10028","Failed to issue bonus points. The bonus point type does not exist or is invalid.","",""<endrec>
"2","LP","LP10029","The query fails because the receiver does not have the loyalty point account of this type.","",""<endrec>
"2","LP","LP10030","The goods fails to be exchanged because the voucher information is inconsistent with the receiver information.","",""<endrec>
"2","LP","LP10031","The goods fails to be exchanged because the voucher whose voucher code is {0} does not exist or is not in Active state.","",""<endrec>
"2","LP","LP10032","Loyalty points fail to be reversed due to system exception. The loyalty points are deducted but the goods fails to be exchanged.","",""<endrec>
"2","LP","LP10033","The loyalty point exchange amount must be greater than 0 and the loyalty point balance ratio is {0}.","",""<endrec>
"2","LP","LP10034","The rate for exchanging loyalty points of the {0} type is not configured.","",""<endrec>
"2","LP","LP10035","The Goods system fails to return the exchange confirmation message.","",""<endrec>
"2","LP","LP10036","The Goods system fails to return the exchange confirmation message and fails to reverse the loyalty points.","",""<endrec>
"2","LP","LP10037","A timeout occurs when the Goods system returns the exchange result confirmation message.","",""<endrec>
"2","LP","LP10038","An error is reported when the system changes the loyalty points.","",""<endrec>
"2","LP","LP10039","The system fails to change the loyalty points and the Goods system fails to cancel the exchange.","",""<endrec>
"2","LP","LP10040","The system fails to change the loyalty points and a timeout occurs when the Goods system cancels the exchange.","",""<endrec>
"2","LP","LP10041","The exchange request is rejected and the Goods system fails to cancel the exchange.","",""<endrec>
"2","LP","LP10042","The exchange request is rejected and a timeout occurs when the Goods system cancels the exchange.","",""<endrec>
"2","LP","LP10043","The receiver must be an organization.","",""<endrec>
"2","LP","LP10044","Loyalty point exchange fails. The loyalty point change amount and the balance do not meet the configuration requirements.","",""<endrec>
"2","LP","LP10045","No loyalty point exchange rate corresponding to the loyalty point type is found.","",""<endrec>
"2","LP","LP10046","The loyalty point adjustment or exchange fails. When the identity has accounts of different loyalty point types, a point type must be specified in the request.","",""<endrec>
"2","LP","LP10047","Failed to transfer loyalty points.","",""<endrec>
"2","LP","LP10048","Failed to transfer loyalty points.","",""<endrec>
"2","LP","LP10049","Failed to transfer loyalty points.","",""<endrec>
"2","LP","LP10050","Loyalty points fail to be transferred.","",""<endrec>
"2","LP","LP10051","The loyalty points fail to be rolled back.","",""<endrec>
"2","LP","LP10052","The operator rejects the loyalty point redeeming operation during review.","",""<endrec>
"2","LP","LP10053","The voucher does not support the operation.","",""<endrec>
"2","LP","LP10054","Only independent loyalty points are supported.","",""<endrec>
"2","LP","LP10055","The initiator of the customer transfer point transaction is a customer different from PrimaryParty.","",""<endrec>
"2","MIO","MIO30001","Failed to parse the transaction based on ilpPacket.","",""<endrec>
"2","MIO","MIO30002","The IlpSecretKey field in the CACHE_PDP_OPEN_API_SERVICE_CFG table is empty.","",""<endrec>
"2","MIO","MIO30004","The quotes request is not in active state.","",""<endrec>
"2","MIO","MIO30005","The quotes request has expired.","",""<endrec>
"2","MIO","MIO30006","The value of FspId in the request is different from the ID in the Mobile Money system.","",""<endrec>
"2","MIO","MIO30007","The amount re-entered in the transfer request is different from the amount in the original transaction request.","",""<endrec>
"","TC","PB1000","3rd Party System Error for OTC","10021",""<endrec>
"","TC","PB1003","Test","10218",""<endrec>
"","TC","PB1011","FI Transaction cannot be resolved","10051",""<endrec>
"","TC","PB1098","Failure rrr","10242",""<endrec>
"","TC","PB1151","Failure Code Test","10394",""<endrec>
"","TC","PB1177","Failure Code Test","10261",""<endrec>
"","TC","PB1188","Failure Code Test","10387",""<endrec>
"","TC","PB1191","Failure Code Test","10374",""<endrec>
"","TC","PB1195","Failure Code Test","10281",""<endrec>
"","TC","PB1197","Failure Code Test","10271",""<endrec>
"","TC","PB1233","test 3rd party","10041",""<endrec>
"","TC","PB1234","Test","10081",""<endrec>
"","TC","PB1252","Failure Code Test","10371",""<endrec>
"","TC","PB1256","Failure Code Test","10384",""<endrec>
"","TC","PB1299","Failure Code Test","10363",""<endrec>
"","TC","PB1324","Failure Code Test","10383",""<endrec>
"","TC","PB1335","Failure Code Test","10386",""<endrec>
"","TC","PB1343","Failure Code Test","10341",""<endrec>
"","TC","PB1349","Failure Code Test","10367",""<endrec>
"","TC","PB1434","Failure Code Test","10562",""<endrec>
"","TC","PB1494","Failure Code Test","10442",""<endrec>
"","TC","PB1522","Failure Code Test","10414",""<endrec>
"","TC","PB1559","Failure Code Test","10405",""<endrec>
"","TC","PB1568","Failure Code Test","10401",""<endrec>
"","TC","PB1613","Failure Code Test","10331",""<endrec>
"","TC","PB1634","Failure Code Test","10385",""<endrec>
"","TC","PB1656","Failure Code Test","10364",""<endrec>
"","TC","PB1659","Failure Code Test","10415",""<endrec>
"","TC","PB1664","Failure Code Test","10391",""<endrec>
"","TC","PB1747","Failure Code Test","10402",""<endrec>
"","TC","PB1764","Failure Code Test","10388",""<endrec>
"","TC","PB1819","Failure Code Test","10441",""<endrec>
"","TC","PB1838","Failure Code Test","10301",""<endrec>
"","TC","PB1843","Failure Code Test","10368",""<endrec>
"","TC","PB1888","tesst","10241",""<endrec>
"","TC","PB1953","Failure Code Test","10243",""<endrec>
"2","PG","PG10000","Signature verification fails.","",""<endrec>
"2","PG","PG10001","{0} is blank.","",""<endrec>
"2","PG","PG10002","{0} is blank.","",""<endrec>
"2","PG","PG10003","{0} is blank.","",""<endrec>
"2","PG","PG10004","{0} is blank.","",""<endrec>
"2","PG","PG10005","{0} is blank.","",""<endrec>
"2","PG","PG10006","{0} is blank.","",""<endrec>
"2","PG","PG10007","{0} is blank.","",""<endrec>
"2","PG","PG10008","{0} is blank.","",""<endrec>
"2","PG","PG10009","{0} is blank.","",""<endrec>
"2","PG","PG10010","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10011","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10012","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10013","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10014","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10015","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10016","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10017","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10018","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10019","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10020","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10021","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10022","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10023","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10024","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10025","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10026","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10027","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10028","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10029","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10030","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10031","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10032","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10033","The value of {0} is {1}, which is out of the valid range {2}.","",""<endrec>
"2","PG","PG10034","The value of {0} is {1}, which is out of the valid range {2}.","",""<endrec>
"2","PG","PG10035","The value of {0} is {1}, which is out of the valid range {2}.","",""<endrec>
"2","PG","PG10036","The value of {0} is {1}, which is out of the valid range {2}.","",""<endrec>
"2","PG","PG10037","The value of {0} is {1}, which is out of the valid range {2}.","",""<endrec>
"2","PG","PG10039","The {0} signature type is not supported.","",""<endrec>
"2","PG","PG10040","An operation timeout occurs.","",""<endrec>
"2","PG","PG10041","The verification code {0} becomes invalid.","",""<endrec>
"2","PG","PG10042","The entered verification code is incorrect.","",""<endrec>
"2","PG","PG10043","The entered verification code has expired.","",""<endrec>
"2","PG","PG10044","The entered verification code is invalid.","",""<endrec>
"2","PG","PG10045","The entered email address does not exist.","",""<endrec>
"2","PG","PG10046","The entered contact information does not exist.","",""<endrec>
"2","PG","PG10047","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10048","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10049","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10050","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10051","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10052","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10053","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10054","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10055","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10056","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10057","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10058","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10059","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10060","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10061","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10062","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10063","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10064","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10065","The length of {0} is {1}, which exceeds the maximum length {2}.","",""<endrec>
"2","PG","PG10066","The amount precision is large and the maximum amount precision supported by the system is {0}.","",""<endrec>
"2","PG","PG10067","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10068","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10069","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10070","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10071","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10072","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10073","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10074","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10075","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10076","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10077","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10078","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10079","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10080","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10081","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10082","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10083","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10084","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10085","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10086","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10087","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10088","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10089","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10090","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10091","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10092","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10093","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10094","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10095","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10096","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10097","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10098","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10099","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10100","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10101","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10102","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10103","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10104","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10105","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10106","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10107","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10108","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10109","The input value of {0} is invalid.","",""<endrec>
"2","PG","PG10110","The value:{1} of {0} is out of the valid range {2}.","",""<endrec>
"2","PG","PG10111","The seller is invalid.","",""<endrec>
"2","PG","PG10112","Contact the merchant administrator.","",""<endrec>
"2","PG","PG10113","Contact the merchant administrator.","",""<endrec>
"2","PG","PG10114","Contact the merchant administrator.","",""<endrec>
"2","PG","PG10115","Contact the merchant administrator.","",""<endrec>
"2","PG","PG10116","Contact the merchant administrator.","",""<endrec>
"2","PG","PG10117","The account is incorrect.","",""<endrec>
"2","PG","PG10118","The payment password is incorrect.","",""<endrec>
"2","PG","PG10119","The number of times incorrect payment passwords are entered exceeds a specified value, and the related account is locked.","",""<endrec>
"2","PG","PG10120","No purchase license has been configured.","",""<endrec>
"2","PG","PG10121","The merchant''s balance is insufficient.","",""<endrec>
"2","PG","PG10122","An error occurred when obtaining payment mode options.","",""<endrec>
"2","PG","PG10123","The transaction times out.","",""<endrec>
"2","PG","PG10124","Payment fails because a duplicate request exists.","",""<endrec>
"2","PG","PG10125","Security time stamp verification fails.","",""<endrec>
"2","PG","PG10126","Merchant communication configurations are incorrect: {0}","",""<endrec>
"2","PG","PG10127","Error code conversion fails.","",""<endrec>
"2","PG","PG10128","IP address authentication fails.","",""<endrec>
"2","PG","PG10129","The data format of the sent notification is incorrect.'","",""<endrec>
"2","PG","PG10130","Failed to send the notification to the merchant.","",""<endrec>
"2","PG","PG10131","No matching sender is found.","",""<endrec>
"2","PG","PG10132","The notification URL is invalid.","",""<endrec>
"2","PG","PG10133","The notification fails to be resent.","",""<endrec>
"2","PG","PG10134","Failed to query organizations. The grouping flag ID is not configured.","",""<endrec>
"2","PG","PG10135","Failed to query the merchant system. The grouping flag ID is not configured for the merchant system.","",""<endrec>
"2","PG","PG10136","Failed to access the merchant system. The grouping flag ID is not configured for the merchant system or the service status is incorrect.","",""<endrec>
"2","PG","PG10137","Failed to select the seller. The database is disconnected.","",""<endrec>
"2","PG","PG10138","Failed to add basic information for the seller. The effective date and expiration date of the seller are not in the ranges of the organization effective date and expiration date.","",""<endrec>
"2","PG","PG10139","The seller already exists.","",""<endrec>
"2","PG","PG10140","Failed to modify basic information for the seller. The entered mobile number does not exist or the modified effective date and expiration date are not in the ranges of the organization effective date and expiration date.","",""<endrec>
"2","PG","PG10141","Failed to deregister the seller. The seller has already been deregistered.","",""<endrec>
"2","PG","PG10142","Failed to add the receiving mode. The receiving mode to be added, effective date, and expiration date already exist in the database.","",""<endrec>
"2","PG","PG10143","Failed to delete the receiving mode. The receiving mode has already been deleted.","",""<endrec>
"2","PG","PG10144","Failed to change the receiving mode. The receiving mode to be changed already exists in the database.","",""<endrec>
"2","PG","PG10145","Failed to add the payment mode. The payment mode to be added, effective date, and expiration date already exist in the database.","",""<endrec>
"2","PG","PG10146","Failed to delete the payment mode. The payment mode has already been deleted.","",""<endrec>
"2","PG","PG10147","Failed to change the payment mode. The payment mode to be changed already exists in the database.","",""<endrec>
"2","PG","PG10148","Failed to add and modify the basic merchant information. The effective date of the same communication configuration item must be earlier than the expiration date.","",""<endrec>
"2","PG","PG10149","Failed to add and modify the basic merchant information. The effective date of the communication configuration item must be later than or the same as the effective date of the merchant.","",""<endrec>
"2","PG","PG10150","Failed to add and modify the basic merchant information. The expiration date of the communication configuration item must be earlier than or the same as the expiration date of the merchant.","",""<endrec>
"2","PG","PG10151","Failed to add and modify the basic merchant information. The validity period of the communication configuration item cannot overlap.","",""<endrec>
"2","PG","PG10152","Failed to add and modify the basic merchant information. The effective date of the same payment mode must be earlier than the expiration date.","",""<endrec>
"2","PG","PG10153","Failed to add and modify the basic merchant information. The effective date of the payment mode must be later than or the same as the effective date of the merchant.","",""<endrec>
"2","PG","PG10154","Failed to add and modify the basic merchant information. The expiration date of the payment mode must be earlier than or the same as the expiration date of the merchant.","",""<endrec>
"2","PG","PG10155","Failed to add and modify the basic merchant information. The validity period of the payment mode cannot overlap.","",""<endrec>
"2","PG","PG10156","Failed to add and modify the basic merchant information. The effective date of the same receiving mode must be earlier than the expiration date.","",""<endrec>
"2","PG","PG10157","Failed to add and modify the basic merchant information. The effective date of the receiving mode must be later than or the same as the effective date of the merchant.","",""<endrec>
"2","PG","PG10158","Failed to add and modify the basic merchant information. The expiration date of the receiving mode must be earlier than or the same as the expiration date of the merchant.","",""<endrec>
"2","PG","PG10159","Failed to add and modify the basic merchant information. The validity period of the receiving mode cannot overlap.","",""<endrec>
"2","PG","PG10160","Failed to add and modify the basic merchant information. The effective date of the merchant must be earlier than the expiration date.","",""<endrec>
"2","PG","PG10161","Failed to add and modify the basic merchant information. The effective date of the merchant must be later than or the same as the effective date of the organization.","",""<endrec>
"2","PG","PG10162","Failed to add and modify the basic merchant information. The expiration date of the merchant must be earlier than or the same as the expiration date of the organization.","",""<endrec>
"2","PG","PG10163","Deletion failed. The information to be deleted does not exist.","",""<endrec>
"2","PG","PG10164","Failed to query details about the merchant. The merchant information does not exist in the system.","",""<endrec>
