APPLY_SCENARIOS,CONFIDENTIAL_FLAG,DATA_TYPE,DESCRIPTION,FEATURE_CODE,IGNORE,MAX_LENGTH,MULTI_LANGUAGE_FLAG,VARIABLE_NAME                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                <endrec>
"00100000000000000000000000000000","1","1","The one-time verification code in the notification sent by APP for verification.","","1","128","0","Common.Notification.OneTimePassword"<endrec>
"10000000000000000000000000000000","1","1","Indicates a verification code in the identity verifying notification received by a customer.","","1","128","0","Common.Notification.VerificationCode"<endrec>
"11111111111110011110011111110000","0","1","Order ID of a service.","","1","32","0","Common.OrderId"<endrec>
"01010100001000011100011100000000","0","5","Order finish time, which is used in the order failure scenarios","","1","8","0","Common.Result.EndTime"<endrec>
"01010101000000011100011100000000","0","1","Error code. It is a converted error code sent to the user after a service operation fails.","","1","256","0","Common.Result.ErrorCode"<endrec>
"11111111111110011110011111100000","0","1","Error message. It is a converted error message sent to the user after a service operation fails.","","1","512","0","Common.Result.ErrorMessage"<endrec>
"01000000000000000000000000000000","0","1","Structure of the Common.Result.ErrorParametere list. Special processing (matching syntax) needs to be executed for the list.","","1","64","0","Common.Result.ErrorParameter.Key"<endrec>
"01000000000000000000000000000000","0","1","Structure of the Common.Result.ErrorParametere list. Special processing (matching syntax) needs to be executed for the list.","","1","64","0","Common.Result.ErrorParameter.Value"<endrec>
"11111111111110011110011111100000","0","1","Order status of a service.","","1","20","0","Common.Result.OrderStatus"<endrec>
"11111111111110011110011111110000","0","1","Reversal request original transaction ID.","","1","16","0","Common.Result.OriginalReceiptNumber"<endrec>
"00000000000010011100000000000000","0","1","Indicates the result message code returned by third party.","","1","64","0","Common.Result.ThirdPartyResultCode"<endrec>
"00000000000010011100000000000000","0","1","Indicates the result message description returned by third party.","","1","256","0","Common.Result.ThirdPartyResultDesc"<endrec>
"00100010000000000000000000000000","0","2","Reserved.","","1","3","0","Common.SDormantAlertDays"<endrec>
"00110000000000000000000000000000","0","1","Number of owned coupons, which is used in the notification sent by the Promotion system upon successful coupon reward.","","1","100","0","CouponInfo.CouponAmount"<endrec>
"00110000000000000000000000000000","0","1","ID of a coupon, which is used in the notification sent by the Promotion system upon successful coupon reward.","","1","100","0","CouponInfo.CouponId"<endrec>
"00110000000000000000000000000000","0","1","Name of a coupon, which is used in the notification sent by the Promotion system upon successful coupon reward.","","1","100","0","CouponInfo.CouponType"<endrec>
"00110000000000000000000000000000","0","1","End time of the coupon validity period, which is used in the notification sent by the Promotion system upon successful coupon reward.","","1","100","0","CouponInfo.EffectiveDate"<endrec>
"00110000000000000000000000000000","0","1","Start time of the coupon validity period, which is used in the notification sent by the Promotion system upon successful coupon reward.","","1","100","0","CouponInfo.ExpiredDate"<endrec>
"00100000000000000000000000000000","0","1","Freign Exchange Currency Buy Rate","","1","16","0","FXRate.BuyRate"<endrec>
"00100000000000000000000000000000","0","1","Foreign Exchange Currency Expiration Date","","1","32","0","FXRate.ExpirationDate"<endrec>
"00100000000000000000000000000000","0","1","Foreign Currency Name","","1","64","0","FXRate.ForeignCurrency"<endrec>
"00100000000000000000000000000000","0","1","Foreign Exchange Currency Sell Rate","","1","16","0","FXRate.SellRate"<endrec>
"00000000000000000000000010000000","0","6","Account information, used for sending notifications in batches.","","1","16","0","ManualNotification.AccountList"<endrec>
"00000000000000000000000010010000","0","1","KYC information of an operator or a customer, used for sending notifications in batches.","","1","16","0","ManualNotification.KYCList"<endrec>
"00000000000000000000000010000000","0","1","MSISDN of a customer, used for sending notifications in batches.","","1","18","0","ManualNotification.MSISDN"<endrec>
"00000000000000000000000000010000","0","1","Operator ID, used for sending notifications in batches.","","1","8","0","ManualNotification.OperatorID"<endrec>
"00000000000000000000000000010000","0","1","Short code of an organization to which the Org Operator belongs, used for sending notifications in batches.","","1","8","0","ManualNotification.ShortCode"<endrec>
"00000000000000000000000010010000","0","1","User name of an operator or a customer, used for sending notifications in batches.","","1","16","1","ManualNotification.UserName"<endrec>
"00000000000000000000100000000000","0","1","The common free text input by Organisation Operator for all recipients of bulk file.","","1","512","0","NonMandatoryNotification.COMMON_TEXT"<endrec>
"00000000000000000000100000000000","0","1","The specific free text field input by Organisation Operator for each recipient within the bulk file.","","1","512","0","NonMandatoryNotification.SPECIFIC_TEXT"<endrec>
"11111111111110011110111111111110","0","1","The account balance of MM acount","","0","100","0","OverDraft.MMAccountBalance"<endrec>
"11111111111110011110111111111110","1","1","The balance of Overdraft","","1","100","1","OverDraft.ODBalance"<endrec>
"11111111111110011110111111111110","1","1","The request amount of requested transaction.","","1","100","1","OverDraft.SendAmount"<endrec>
"11111111111110011110111111111110","1","1","the debt of OverDraft","","1","100","1","OverDraft.debt"<endrec>
"11111111111110011110111111111110","1","1","The duedate of overdraft","","1","100","1","OverDraft.dueDate"<endrec>
"00000000000010000000000000000000","0","1","","","1","64","0","PointsIssuedBySP"<endrec>
"10000000000000000000000000000000","0","1","Estimated time that will be cost for product allocation.","","0","18","0","ProductAllocation.EstimatedTime"<endrec>
"10000000000000000000000000000000","0","1","Name of the operator who allocates products.","","0","32","0","ProductAllocation.OperatorName"<endrec>
"10000000000000000000000000000000","0","1","Allocated product name.","","0","128","0","ProductAllocation.PlanName"<endrec>
"10000000000000000000000000000000","0","1","Total identities of product allocation.","","0","18","0","ProductAllocation.TotalIdentities"<endrec>
"10000000000000000000000000000000","0","1","URL address that can be viewed after the product is allocated.","","0","1024","0","ProductAllocation.URL"<endrec>
"10110001000000000010001000000000","0","1","The transaction amout in service action.","","0","32","0","ServiceAction.APPROVE.TASK.AMOUNT"<endrec>
"00110001000000000010001000000000","0","1","The expiry period of approve task in service action.","","0","20","0","ServiceAction.APPROVE.TASK.EXPIRYPERIOD"<endrec>
"00110001000000000010001000000000","0","1","The approval id of approve task in service action.","","0","32","0","ServiceAction.APPROVE.TASK.TASKID"<endrec>
"10110000000000000010001000000000","0","1","The task name of approve task in service action.","","0","128","0","ServiceAction.APPROVE.TASK.TASKNAME"<endrec>
"00000000000000000010011100000000","0","1","Provider who provides ATM deposit and withdrawal services.","","1","32","0","ServiceAction.ATM.ATMProviderName"<endrec>
"00000000000000000010000000000000","1","3","Reserved.","","1","12","0","ServiceAction.AccountActualBalance"<endrec>
"00000000000000000010000000000000","1","3","Reserved.","","1","12","0","ServiceAction.AccountCurrentBalance"<endrec>
"00000000000000000010000000000000","0","6","Account list in service action.","","1","8","0","ServiceAction.AccountList"<endrec>
"00000000000000000010000000000000","1","3","Reserved.","","1","12","0","ServiceAction.AccountReservedBalance"<endrec>
"00000000000000000010000000000000","0","1","Reserved.","","1","64","1","ServiceAction.AccountTypeAlias"<endrec>
"00000000000000000010000000000000","1","3","Reserved.","","1","12","0","ServiceAction.AccountUnclearedBalance"<endrec>
"00000000000000000010011100000000","0","1","Action date in service action.","","0","30","0","ServiceAction.ActionDate"<endrec>
"00000000000000000010000000000000","0","1","Operator ID. The notification is sent when activating an operator.","","1","32","0","ServiceAction.ActivateOperator.OperatorID"<endrec>
"00000000000000000010000000000000","0","1","Operator's organization name. The notification is sent when activating an operator.","","1","64","0","ServiceAction.ActivateOperator.OrgName"<endrec>
"00100000000000000010000000000000","1","1","SecretWord. When constructing the packet of an active customer, the TC invokes the IC for activation. If the activation is successful, the IC will send the customer a SecretWord.","","1","8","0","ServiceAction.ActiveCustomer.SecretWord"<endrec>
"00100000000000000010000000000000","1","1","Reserved.","","1","8","0","ServiceAction.ActiveOperator.SecretWord"<endrec>
"00000000000000000010000000000000","0","1","Code of an operator who activates a till. The notification is sent when activating a till.","","0","10","0","ServiceAction.ActiveTill.OperatorCode"<endrec>
"00000000000000000010000000000000","0","1","Till number to be activated. The notification is sent when activating a till.","","1","8","0","ServiceAction.ActiveTill.TillNumber"<endrec>
"00000000000000000010000000000000","0","1","Reserved.","","1","8","0","ServiceAction.ActivedTillNumber"<endrec>
"00000000000000000010000000000000","0","1","The reason of balance remind in service action.","","1","1","0","ServiceAction.BalanceRemindReason"<endrec>
"00000000000010011110011100000000","0","1","Order ID in service action.","","1","12","0","ServiceAction.BasicInfo.ActionLogId"<endrec>
"00000000000010011110011100000000","0","4","Reserved.","","1","10","0","ServiceAction.BasicInfo.RequestDate"<endrec>
"00000000000010011110011100000000","0","5","Request time in service action.","","1","8","0","ServiceAction.BasicInfo.RequestTime"<endrec>
"00000000000010011110011100000000","0","1","Start time in service action.","","1","18","0","ServiceAction.BasicInfo.StartTime"<endrec>
"00000000000000000010011100000000","0","1","Current value. This parameter is used for sending a notification of risk control.","","0","100","0","ServiceAction.BrokenLimit.CurrentValue"<endrec>
"00000000000000000010011100000000","0","1","Restriction type, including maximum, minimum, and integer range [100, 200].","","0","100","0","ServiceAction.BrokenLimit.LimitPattern"<endrec>
"00000000000000000010011100000000","0","1","ID of a risk control rule.","","0","100","0","ServiceAction.BrokenLimit.LimitRuleId"<endrec>
"00000000000000000010011100000000","0","1","Name of a risk control rule.","","0","100","0","ServiceAction.BrokenLimit.LimitRuleName"<endrec>
"00000000000000000010011100000000","0","1","Length of a period. If the validity period is rolling, the length of the period needs to be specified.","","0","100","0","ServiceAction.BrokenLimit.PeriodLength"<endrec>
"00000000000000000010011100000000","0","1","Type of a validity period. The options are fixed, rolling, and NA.","","0","100","0","ServiceAction.BrokenLimit.PeriodType"<endrec>
"00000000000000000010011100000000","0","1","Unit of a validity period. The options are second, minute, hour, day, week, month, and year.","","0","100","0","ServiceAction.BrokenLimit.PeriodUnit"<endrec>
"00000000000000000010011100000000","0","1","Threshold type. The options are transaction amount, balance, total transaction amount, number of transactions, action times, same and similar transactions.","","0","100","0","ServiceAction.BrokenLimit.ThresholdType"<endrec>
"00000000000000000010011100000000","0","1","Threshold value. This parameter is used for sending a notification of risk control.","","0","100","0","ServiceAction.BrokenLimit.ThresholdValue"<endrec>
"00000000000000000010011100000000","0","1","Indicates the card number in the Linked Financial Cards service in service action.","","1","32","0","ServiceAction.Card.CardNumber"<endrec>
"00000000000000000010000000000000","0","1","Object for constructing the Cash Up Notification packet.","","1","256","0","ServiceAction.CashUpStatement"<endrec>
"00000000000000000010000000000000","0","1","Till number. This parameter is used for sending a notification when the Cash Up operation is successful.","","1","8","0","ServiceAction.CashUpStatement.CashUpTillNumber"<endrec>
"00000000000000000010000000000000","1","3","Deposit amount. This parameter is used for sending a notification when the Cash Up operation is successful.","","1","12","0","ServiceAction.CashUpStatement.DepositAmount"<endrec>
"00000000000000000010000000000000","1","3","Total amount. This parameter is used for sending a notification when the Cash Up operation is successful.","","1","12","0","ServiceAction.CashUpStatement.FinalAmount"<endrec>
"00000000000000000010000000000000","0","5","Query start time that a customer enters. This parameter is used for sending a notification when the Cash Up operation is successful.","","1","18","0","ServiceAction.CashUpStatement.InputBeginTime"<endrec>
"00000000000000000010000000000000","0","5","Query end time that a customer enters. This parameter is used for sending a notification when the Cash Up operation is successful.","","1","18","0","ServiceAction.CashUpStatement.InputEndTime"<endrec>
"00000000000000000010000000000000","0","5","Earliest transaction time. This parameter is used for sending a notification when the Cash Up operation is successful.","","1","18","0","ServiceAction.CashUpStatement.QueryBeginTime"<endrec>
"00000000000000000010000000000000","0","5","Latest transaction time. This parameter is used for sending a notification when the Cash Up operation is successful.","","1","18","0","ServiceAction.CashUpStatement.QueryEndTime"<endrec>
"00000000000000000010000000000000","1","3","Withdrawal amount. This parameter is used for sending a notification when the Cash Up operation is successful.","","1","12","0","ServiceAction.CashUpStatement.WithdrawAmount"<endrec>
"00000000000010011110011100000000","0","1","Reserved.","","1","32","0","ServiceAction.ClosedOperatorId"<endrec>
"00000000000010000010000000000000","0","3","Reserved.","","1","12","0","ServiceAction.Commission"<endrec>
"00000000000000000010000000000000","0","1","Operator ID. The notification is sent when creating an operator.","","0","32","0","ServiceAction.CreateOperator.OperatorID"<endrec>
"00000000000000000010111100000000","1","1","Recommended initial PIN for creating an operator in service action.","","1","20","0","ServiceAction.CreateOperator.StartPIN"<endrec>
"00100000000000000010000000000000","1","1","Reserved.","","1","6","0","ServiceAction.CreateOrganization.StartPIN"<endrec>
"01000000000000011100011100000000","0","1","Reserved.","","1","16","0","ServiceAction.Credential"<endrec>
"00000000000000000010011100000000","0","1","Reserved.","","1","8","0","ServiceAction.CredentialType"<endrec>
"00000000000010000010000000000000","0","1","Account name of a credit party.","","1","20","0","ServiceAction.Credit.IdentityAccountAlias"<endrec>
"00000000000010000010000000000000","0","1","Account type of a credit party.","","1","20","0","ServiceAction.Credit.IdentityAccountTypeName"<endrec>
"00000000000000000010011100000000","0","1","Reserved.","","1","3","0","ServiceAction.DaysBeforeExpired"<endrec>
"00000000000010000010000000000000","0","1","Account alias of a debit party.","","1","20","0","ServiceAction.Debit.IdentityAccountAlias"<endrec>
"00000000000010011110011100000000","1","3","Account balance of a debit party.","","1","12","0","ServiceAction.Debit.IdentityAccountBalance"<endrec>
"00000000000010000010000000000000","0","1","Account type of a debit party.","","1","20","0","ServiceAction.Debit.IdentityAccountTypeName"<endrec>
"00000000000000000010000000000000","1","1","Fee of a credit party during the ServiceAction.","","1","12","0","ServiceAction.FeeInfo.CreditParty.Fee"<endrec>
"00000000000000000010000000000000","1","1","Fee of a debit party during the ServiceAction.","","1","12","0","ServiceAction.FeeInfo.DebitParty.Fee"<endrec>
"00100000000000000000000000000000","1","1","ServiceAction FeeInfo","","1","12","0","ServiceAction.FeeInfo.Fee"<endrec>
"00100000000000000000000000000000","1","1","ServiceAction TaxInfo","","1","12","0","ServiceAction.FeeInfo.Tax"<endrec>
"00000000000010011110011100000000","0","1","Reserved.","","1","16","0","ServiceAction.FirstName"<endrec>
"00110000000010011110011100000000","0","1","","","0","32","0","ServiceAction.Group.AddRolesName"<endrec>
"00110000000000000010011100000000","0","1","Group member role added in service action.","","0","256","0","ServiceAction.Group.AddedGroupMemberRole"<endrec>
"00110000000010011110011100000000","0","1","Short code of group in the service action.","","0","32","0","ServiceAction.Group.GroupCode"<endrec>
"00110000000010011110011100000000","0","1","Description of group in the service action.","","0","256","0","ServiceAction.Group.GroupDescription"<endrec>
"00110000000010011110011100000000","0","1","Group name of group in the service action.","","0","256","0","ServiceAction.Group.GroupName"<endrec>
"00110000000010011110011100000000","0","1","Product name of group in the service action.","","0","256","0","ServiceAction.Group.GroupProductName"<endrec>
"00110000000010011110011100000000","0","1","Group sponsor in service action.","","0","32","0","ServiceAction.Group.GroupSponsor"<endrec>
"00110000000010011110011100000000","0","1","Number of managed group members in service action.","","0","32","0","ServiceAction.Group.ManagedMemberMSISDN"<endrec>
"00110000000000000010011100000000","0","1","Max number that customers can joined a group in service action.","","0","","0","ServiceAction.Group.MaxNumberOfJoinedGroups"<endrec>
"00110000000000000010011100000000","0","1","Number of approvers  in service action.","","0","","0","ServiceAction.Group.NumberOfApprovers"<endrec>
"00110000000010011110011100000000","0","1","","","0","32","0","ServiceAction.Group.OperationMsisdn"<endrec>
"00110000000010011110011100000000","0","1","","","0","32","0","ServiceAction.Group.OperationRole"<endrec>
"00110000000010011110011100000000","0","1","","","0","32","0","ServiceAction.Group.OperationpublicName"<endrec>
"00111100000010000010011100000000","0","1","","","0","32","0","ServiceAction.Group.OriInitiatorMsisdn"<endrec>
"00111100000000000010011100000000","0","1","","","0","32","0","ServiceAction.Group.OriInitiatorName"<endrec>
"00110000000010011110011100000000","0","1","","","0","32","0","ServiceAction.Group.OriInitiatorRole"<endrec>
"00110000000010011110011100000000","0","1","","","0","32","0","ServiceAction.Group.RemoveRolesName"<endrec>
"00110000000000000010011100000000","0","1","Group member role removed in service action.","","0","256","0","ServiceAction.Group.RemovedGroupMemberRole"<endrec>
"00110000000010011110011100000000","0","1","TransactionCreditName of group in the service action.","","0","32","0","ServiceAction.Group.TransactionCreditName"<endrec>
"00110000000000000010011100000000","0","1","TransactionOriCreditId of group in the service action.","","0","32","0","ServiceAction.Group.TransactionOriCreditId"<endrec>
"00110000000010011110011100000000","0","1","","","0","32","0","ServiceAction.Group.VocherTypeName"<endrec>
"00000000000000000010000000000000","1","9","Advance notification of dynamic charging. This parameter is used for sending a notification when the service action is successful.","","0","512","0","ServiceAction.Initiator.DynamicChargeAdvanceInfo"<endrec>
"00000000000000000010000000000000","1","9","Repricing notification of dynamic charging. This parameter is used for sending a notification when the service action is successful.","","0","512","0","ServiceAction.Initiator.DynamicChargeRepricingInfo"<endrec>
"00000000000000000010011100000000","0","1","Initiator identifier in service action.","","0","30","0","ServiceAction.Initiator.Identifier"<endrec>
"00000000000010011110000100000000","1","3","Account balance of an initiator.","","1","12","0","ServiceAction.Initiator.IdentityAccountBalance"<endrec>
"00000000000000000010011100000000","0","1","Position of action's initiator","","1","32","0","ServiceAction.Initiator.Position"<endrec>
"00000000000000000010011100000000","0","1","Position type of initiator, mybe GIS or LACCI.","","1","10","0","ServiceAction.Initiator.PositionType"<endrec>
"00000000000000000010000000000000","0","1","Ad customized for the organization in service action.","","1","280","0","ServiceAction.Initiator.ProductServiceAdv"<endrec>
"00000000000010000010000000000000","0","4","Reserved.","","1","10","0","ServiceAction.InputBeginDate"<endrec>
"00000000000010000010000000000000","0","4","Reserved.","","1","10","0","ServiceAction.InputEndDate"<endrec>
"00000000000010011110011100000000","0","1","Reserved.","","1","16","0","ServiceAction.LastName"<endrec>
"00000000000000000010000000000000","0","1","Name of the loyalty point plan issued by the organization in the service.","","1","32","0","ServiceAction.LoyaltyPointInfo.OrgLoyaltySchemaName"<endrec>
"00000000000000000010000000000000","0","1","Number of loyalty points issued by the organization in the service.","","1","64","0","ServiceAction.LoyaltyPointInfo.PointsIssuedByOrg"<endrec>
"00000000000000000010000000000000","0","1","Number of loyalty points issued by the SP in the service.","","1","64","0","ServiceAction.LoyaltyPointInfo.PointsIssuedBySP"<endrec>
"00000000000000000010000000000000","0","1","Name of the loyalty point plan issued by the SP in the service.","","1","32","0","ServiceAction.LoyaltyPointInfo.SPLoyaltySchemaName"<endrec>
"00000000000000000010000000000000","0","1","Mini statement. The notification is sent when querying mini statement.","","1","512","0","ServiceAction.MiniStatement"<endrec>
"00000000000010011110000000000000","0","1","Reserved.","","1","10","0","ServiceAction.OperatorCode"<endrec>
"00000000000000000010000010000000","0","1","Reserved.","","1","32","0","ServiceAction.OperatorName"<endrec>
"00000000000000000010011100000000","0","6","Queried account balance. This parameter is used for sending a notification when an organization or a role who has the permission to view the account queries the account balance.","","0","","0","ServiceAction.QueryAccountBalance"<endrec>
"00000000000000000010000000000000","0","4","Reserved.","","1","10","0","ServiceAction.QueryBeginDate"<endrec>
"00000000000000000010000000000000","0","4","Reserved.","","1","10","0","ServiceAction.QueryEndDate"<endrec>
"00000000000000000010011100000000","1","3","Maximum account balance of the FSI service. This parameter is used for sending a notification when querying the FSI service.","4","0","100","0","ServiceAction.QueryFSIInfo.FSILoanBalance"<endrec>
"00000000000000000010011100000000","0","1","This parameter is used for sending a notification when querying the FSI service on the Mini Statement page.","","0","512","0","ServiceAction.QueryFSIInfo.FSIMiniStatementString"<endrec>
"00000000000000000010011100000000","1","3","Balance of an FSI saving account. This parameter is used for sending a notification when querying the FSI service.","","0","100","0","ServiceAction.QueryFSIInfo.FSISavingsBalance"<endrec>
"00000000000000000010011100000000","0","1","This parameter is used for sending a notification when querying the FSI service on the Loan Mini Statement page.","","0","100","0","ServiceAction.QueryFSIInfo.LoanMiniStatementString"<endrec>
"00000000000000000010011100000000","1","3","Maximum loan amount for the FSI service. This parameter is used for sending a notification when querying the FSI service.","4","0","100","0","ServiceAction.QueryFSIInfo.ResidualLoanLimit"<endrec>
"00000000000000000010000000000000","1","9","Advance notification of dynamic charging. This parameter is used for sending a notification when the service action is successful.","","0","512","0","ServiceAction.Receiver.DynamicChargeAdvanceInfo"<endrec>
"00000000000000000010000000000000","1","9","Repricing notification of dynamic charging. This parameter is used for sending a notification when the service action is successful.","","0","512","0","ServiceAction.Receiver.DynamicChargeRepricingInfo"<endrec>
"00000000000000000010011100000000","0","1","Receiver identifier in service action.","","0","30","0","ServiceAction.Receiver.Identifier"<endrec>
"00000000000010011100000000000000","0","1","Indicates the public name of the voucher sender.","","0","32","0","ServiceAction.Receiver.IdentityName"<endrec>
"00000000000010011110011100000000","0","1","Last four digits of the MSISDN used by an identity of a receiver during the service action.","","1","4","0","ServiceAction.Receiver.MsisdnLast4Digits"<endrec>
"00000000000010011110011100000000","0","1","Reserved.","","1","64","0","ServiceAction.Recipients"<endrec>
"00100000000000000010000000000000","1","1","Start PIN used by an register customer during the service action.","","1","6","0","ServiceAction.RegisterCustomer.StartPIN"<endrec>
"01010100000000001100001100000000","0","5","ServiceAction restrctied channel","","0","30","0","ServiceAction.RestrictionInfo.RestrictionChannel"<endrec>
"01010100000000001100001100000000","0","1","restricted reason type","","0","30","0","ServiceAction.RestrictionInfo.RestrictionReasonType"<endrec>
"01010100000000001100001100000000","0","5","ServiceAction restricted end time","","0","10","0","ServiceAction.RestrictionInfo.RestrictionTimeEnd"<endrec>
"01010100000000001100001100000000","0","5","restricted start time","","0","10","0","ServiceAction.RestrictionInfo.RestrictionTimeStart"<endrec>
"00000000000000000010011100000000","0","1","Reversal request ID in service action.","","0","10","0","ServiceAction.ReversalRequest.ID"<endrec>
"00000000000000000010000000000000","0","1","Original transaction date. The notification is sent when initiating a reversal request.","","1","10","0","ServiceAction.ReversalRequest.OldTransactionDate"<endrec>
"00000000000000000010000000000000","0","5","Original transaction time. The notification is sent when initiating a reversal request.","","0","8","0","ServiceAction.ReversalRequest.OldTransactionTime"<endrec>
"00000000000000000010000000000000","0","1","Original receipt number. The notification is sent when initiating a reversal request.","","1","16","0","ServiceAction.ReversalRequest.OriginalReceiptNumber"<endrec>
"00000000000000000010000000000000","0","1","Account of a reversal transaction. The notification is sent when initiating a reversal request.","","0","20","0","ServiceAction.ReversalRequest.ReverseTransactionAmount"<endrec>
"00000000000000000010011100000000","0","1","SP entity name in the service action.","","1","32","0","ServiceAction.SPName"<endrec>
"00000000000000000010000000000000","0","3","Max notification balance of saving plan in service action.","","1","12","0","ServiceAction.SavingPlan.MaxNotificationBalance"<endrec>
"00000000000000000010000000000000","0","3","Min notification balance of saving plan  in service action.","","1","12","0","ServiceAction.SavingPlan.MinNotificationBalance"<endrec>
"00100000000010011110011100000000","0","1","Service name in the service action.","","1","32","1","ServiceAction.ServiceName"<endrec>
"00000000000000000010000000000000","0","6","Reserved.","","1","20","0","ServiceAction.Statement.AccountStatmentList"<endrec>
"00000000000000000010000000000000","0","1","Reserved.","","1","8","0","ServiceAction.Statement.CreditOrDebit"<endrec>
"00000000000000000010000000000000","0","4","Reserved.","","1","10","0","ServiceAction.Statement.Date"<endrec>
"00000000000000000010000000000000","1","3","Principle amount used by an identity of a statement during the service action.","","1","12","0","ServiceAction.Statement.PrincipleAmount"<endrec>
"00000000000000000010000000000000","0","1","Reserved.","","1","64","1","ServiceAction.Statement.ReasonAlias"<endrec>
"00000000000000000010000000000000","0","1","Reserved.","","1","18","0","ServiceAction.Statement.TargetNumber"<endrec>
"00000000000000000010000000000000","0","5","Reserved.","","1","8","0","ServiceAction.Statement.Time"<endrec>
"00000000000010000010000000000000","0","5","Reserved.","","1","8","0","ServiceAction.UnclaimedExpiredTime"<endrec>
"00000000000000000010011100000000","0","1","Account name associated with the voucher in the service action.","","1","64","0","ServiceAction.Voucher.AccountName"<endrec>
"00000000000000000010011100000000","0","2","Account number associated with the voucher in the service action.","","0","","0","ServiceAction.Voucher.AccountNo"<endrec>
"11110000000010000010000000000000","0","3","Amount associated with the voucher. This parameter is used for balance exchange upon user deregistration.","","1","64","0","ServiceAction.Voucher.Amount"<endrec>
"00000000000010000010000000000000","0","4","Reserved.","","1","10","0","ServiceAction.Voucher.ExpireDate"<endrec>
"00000000000010000010000000000000","0","5","Expiration time of the voucher in the service action.","","1","8","0","ServiceAction.Voucher.ExpireTime"<endrec>
"11111000000010000000000000000000","0","1","External transaction number transferred from the PGW voucher in the service action.","","1","64","0","ServiceAction.Voucher.ExternalOrderNo"<endrec>
"00110010000010011110011100000000","0","1","Voucher Free Text Field 1","","1","128","0","ServiceAction.Voucher.Extra1"<endrec>
"00110011000010011110011100000000","0","1","Voucher Free Text Field 10","","1","128","0","ServiceAction.Voucher.Extra10"<endrec>
"00110011000010011110011100000000","0","1","Voucher Free Text Field 2","","1","128","0","ServiceAction.Voucher.Extra2"<endrec>
"00110011000010011110011100000000","0","1","Voucher Free Text Field 3","","1","128","0","ServiceAction.Voucher.Extra3"<endrec>
"00110011000010011110011100000000","0","1","Voucher Free Text Field 4","","1","128","0","ServiceAction.Voucher.Extra4"<endrec>
"00110011000010011100000000000000","0","1","Voucher Free Text Field 5","","1","128","0","ServiceAction.Voucher.Extra5"<endrec>
"00110011000010011110011100000000","0","1","Voucher Free Text Field 6","","1","128","0","ServiceAction.Voucher.Extra6"<endrec>
"00110011000010011110011100000000","0","1","Voucher Free Text Field 7","","1","128","0","ServiceAction.Voucher.Extra7"<endrec>
"00110011000010011110011100000000","0","1","Voucher Free Text Field 8","","1","128","0","ServiceAction.Voucher.Extra8"<endrec>
"00110011000010011110011100000000","0","1","Voucher Free Text Field 9","","1","128","0","ServiceAction.Voucher.Extra9"<endrec>
"00110011000010011110011100000000","0","1","Indicates whether the voucher type is the other voucher.","","1","32","0","ServiceAction.Voucher.IsOtherVoucher"<endrec>
"00000000000010000010000000000000","0","4","Reserved.","","1","10","0","ServiceAction.Voucher.RedeemDate"<endrec>
"00110010000010011110011100000000","0","1","Redeeming Organization Hierarchy Type","","0","1","0","ServiceAction.Voucher.RedeemingHierType"<endrec>
"00110010000010011110011100000000","0","1","Voucher Redeeming Organization Name","","1","256","0","ServiceAction.Voucher.RedeemingOrgName"<endrec>
"00110010000010011110011100000000","0","1","Redeeming Organization Short Code","","1","24","0","ServiceAction.Voucher.RedeemingOrgShortCode"<endrec>
"00000010000010000010000000000000","1","1","Secret code of the voucher in the service action.","","1","20","0","ServiceAction.Voucher.SecretCode"<endrec>
"00000010000010000010000000000000","1","1","Voucher code in the service action.","","1","10","0","ServiceAction.Voucher.VoucherCode"<endrec>
"00000000000000000010000000000000","0","1","Reserved.","","1","8","0","ServiceAction.statement.ChargeAlias"<endrec>
"00000000000000000010000000000000","1","3","Reserved.","","1","12","0","ServiceAction.statement.ChargeAmount"<endrec>
"00000000000000000010000000000000","0","1","Reserved.","","1","8","0","ServiceAction.statement.CommissionAlias"<endrec>
"00000000000000000010000000000000","1","3","Reserved.","","1","12","0","ServiceAction.statement.CommissionAmount"<endrec>
"00000000000000000010000000000000","0","1","Reserved.","","1","8","0","ServiceAction.statement.TaxAlias"<endrec>
"00000000000000000010000000000000","1","3","Reserved.","","1","12","0","ServiceAction.statement.TaxAmount"<endrec>
"00000000000000000010000000000000","0","1","Reserved.","","1","8","1","ServiceAction.statement.status"<endrec>
"00000000000000000010000000000000","0","1","Account type alias. The notification is sent when querying mini statement.","","1","64","1","StatementInfo.AccountTypeAlias"<endrec>
"00000000000000000010000000000000","0","3","Charged account. The notification is sent when querying mini statement.","","1","12","0","StatementInfo.ChargeAmount"<endrec>
"00000000000000000010000000000000","0","1","Commission amount. The notification is sent when querying mini statement.","","1","12","0","StatementInfo.CommissionAmount"<endrec>
"00000000000000000010000000000000","0","1","Indicates a debit or credit party. The notification is sent when querying mini statement.","","0","8","0","StatementInfo.CreditOrDebit"<endrec>
"11111111111110011110011111111110","0","1","Currency used by an identity of a statement during the service action.","","1","3","0","StatementInfo.Currency"<endrec>
"00000000000000000010000000000000","1","3","Current balance of the ministatement.","","1","12","0","StatementInfo.CurrentBalance"<endrec>
"00000000000000000010000000000000","0","1","Event date. The notification is sent when querying mini statement.","","1","10","0","StatementInfo.Date"<endrec>
