EXPRESSION_REC_ID,FUNC_ID,LEFT_RIGHT_FUNC,PARA_ID,PARA_INDEX,PARA_VALUE,PARA_VALUE_TYPE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 <endrec>
"6063","475","1","100099596","1","Initiator.PositionType","2"<endrec>
"6063","475","1","100099597","2","Initiator.Position","2"<endrec>
"6063","475","1","100099598","3","2000000000015036","0"<endrec>
"6064","40865","1","100099599","1","Action.Context","2"<endrec>
"6064","40865","1","100099600","2","2","0"<endrec>
"6064","40865","1","100099601","3","AccumulatorSendMoney","0"<endrec>
"6064","40865","1","100099602","4","0","0"<endrec>
"6067","196","1","100099603","1","Debit.MSISDN","2"<endrec>
"6067","196","1","100099604","2","Credit.MSISDN","2"<endrec>
"6068","200","1","100099605","1","Debit.ShortCode","2"<endrec>
"6068","200","1","100099606","2","Credit.MSISDN","2"<endrec>
"6069","475","1","100099607","1","Initiator.PositionType","2"<endrec>
"6069","475","1","100099608","2","Initiator.Position","2"<endrec>
"6069","475","1","100099609","3","2000000000015036","0"<endrec>
"6074","200","1","100099610","1","Debit.ShortCode","2"<endrec>
"6074","200","1","100099611","2","Credit.MSISDN","2"<endrec>
"6075","475","1","100099612","1","Initiator.PositionType","2"<endrec>
"6075","475","1","100099613","2","Initiator.Position","2"<endrec>
"6075","475","1","100099614","3","2000000000015036","0"<endrec>
"6080","200","1","100099615","1","Debit.ShortCode","2"<endrec>
"6080","200","1","100099616","2","Credit.MSISDN","2"<endrec>
"6081","475","1","100099617","1","Initiator.PositionType","2"<endrec>
"6081","475","1","100099618","2","Initiator.Position","2"<endrec>
"6081","475","1","100099619","3","2000000000015036","0"<endrec>
"6082","40865","1","100099620","1","Transaction.Context","2"<endrec>
"6082","40865","1","100099621","2","2","0"<endrec>
"6082","40865","1","100099622","3","AccumulatorSendMoney","0"<endrec>
"6082","40865","1","100099623","4","0","0"<endrec>
"6087","200","1","100099624","1","Debit.ShortCode","2"<endrec>
"6087","200","1","100099625","2","Credit.MSISDN","2"<endrec>
"6088","475","1","100099626","1","Initiator.PositionType","2"<endrec>
"6088","475","1","100099627","2","Initiator.Position","2"<endrec>
"6088","475","1","100099628","3","2000000000015036","0"<endrec>
"6089","40865","1","100099629","1","Transaction.Context","2"<endrec>
"6089","40865","1","100099630","2","2","0"<endrec>
"6089","40865","1","100099631","3","Aux_conutDinu","0"<endrec>
"6089","40865","1","100099632","4","0","0"<endrec>
"6092","40865","1","100099633","1","Transaction.Context","2"<endrec>
"6092","40865","1","100099634","2","2","0"<endrec>
"6092","40865","1","100099635","3","AAcumulator_Count_Roshi","0"<endrec>
"6092","40865","1","100099636","4","0","0"<endrec>
"6094","40865","1","100099637","1","Transaction.Context","2"<endrec>
"6094","40865","1","100099638","2","0","0"<endrec>
"6094","40865","1","100099639","3","Aux_conut","0"<endrec>
"6094","40865","1","100099640","4","2","0"<endrec>
"6095","475","1","100099641","1","Initiator.PositionType","2"<endrec>
"6095","475","1","100099642","2","Initiator.Position","2"<endrec>
"6095","475","1","100099643","3","001001001","0"<endrec>
"6096","40865","1","100099644","1","Transaction.Context","2"<endrec>
"6096","40865","1","100099645","2","2","0"<endrec>
"6096","40865","1","100099646","3","Aux_conutDinu","0"<endrec>
"6096","40865","1","100099647","4","0","0"<endrec>
"6098","40865","1","100099648","1","Transaction.Context","2"<endrec>
"6098","40865","1","100099649","2","2","0"<endrec>
"6098","40865","1","100099650","3","AAcumulator_Count_Roshi","0"<endrec>
"6098","40865","1","100099651","4","0","0"<endrec>
"6100","40865","1","100099652","1","Transaction.Context","2"<endrec>
"6100","40865","1","100099653","2","0","0"<endrec>
"6100","40865","1","100099654","3","Aux_conut","0"<endrec>
"6100","40865","1","100099655","4","2","0"<endrec>
"6101","475","1","100099656","1","Initiator.PositionType","2"<endrec>
"6101","475","1","100099657","2","Initiator.Position","2"<endrec>
"6101","475","1","100099658","3","001001001","0"<endrec>
"6103","40865","1","100099659","1","Transaction.Context","2"<endrec>
"6103","40865","1","100099660","2","0","0"<endrec>
"6103","40865","1","100099661","3","Aux_conut","0"<endrec>
"6103","40865","1","100099662","4","2","0"<endrec>
"6104","475","1","100099663","1","Initiator.PositionType","2"<endrec>
"6104","475","1","100099664","2","Initiator.Position","2"<endrec>
"6104","475","1","100099665","3","001001001","0"<endrec>
"6105","40865","1","100099666","1","Action.Context","2"<endrec>
"6105","40865","1","100099667","2","4","0"<endrec>
"6105","40865","1","100099668","3","Group_Add_Member","0"<endrec>
"6105","40865","1","100099669","4","0","0"<endrec>
"6106","40865","1","100099670","1","Transaction.Context","2"<endrec>
"6106","40865","1","100099671","2","2","0"<endrec>
"6106","40865","1","100099672","3","AAccumulator_Count_Roshi","0"<endrec>
"6106","40865","1","100099673","4","0","0"<endrec>
"6109","475","1","100099674","1","Initiator.PositionType","2"<endrec>
"6109","475","1","100099675","2","Initiator.Position","2"<endrec>
"6109","475","1","100099676","3","001001001","0"<endrec>
"6112","40865","1","100099677","1","Transaction.Context","2"<endrec>
"6112","40865","1","100099678","2","2","0"<endrec>
"6112","40865","1","100099679","3","AAccumulator_Count_Roshi","0"<endrec>
"6112","40865","1","100099680","4","0","0"<endrec>
"6113","475","1","100099681","1","Initiator.PositionType","2"<endrec>
"6113","475","1","100099682","2","Initiator.Position","2"<endrec>
"6113","475","1","100099683","3","001001001","0"<endrec>
"6114","40865","1","100099684","1","Action.Context","2"<endrec>
"6114","40865","1","100099685","2","4","0"<endrec>
"6114","40865","1","100099686","3","Group_Add_Member","0"<endrec>
"6114","40865","1","100099687","4","0","0"<endrec>
"6117","40865","1","100099688","1","Transaction.Context","2"<endrec>
"6117","40865","1","100099689","2","2","0"<endrec>
"6117","40865","1","100099690","3","AAccumulator_Count_Roshi","0"<endrec>
"6117","40865","1","100099691","4","0","0"<endrec>
"6118","475","1","100099692","1","Initiator.PositionType","2"<endrec>
"6118","475","1","100099693","2","Initiator.Position","2"<endrec>
"6118","475","1","100099694","3","001001001","0"<endrec>
"6119","40865","1","100099695","1","Transaction.Context","2"<endrec>
"6119","40865","1","100099696","2","2","0"<endrec>
"6119","40865","1","100099697","3","AAccumulator_Count_Roshi","0"<endrec>
"6119","40865","1","100099698","4","0","0"<endrec>
"6124","200","1","100099699","1","Debit.ShortCode","2"<endrec>
"6124","200","1","100099700","2","Credit.MSISDN","2"<endrec>
"6125","475","1","100099701","1","Initiator.PositionType","2"<endrec>
"6125","475","1","100099702","2","Initiator.Position","2"<endrec>
"6125","475","1","100099703","3","2000000000015036","0"<endrec>
"6126","40865","1","100099704","1","Transaction.Context","2"<endrec>
"6126","40865","1","100099705","2","2","0"<endrec>
"6126","40865","1","100099706","3","AAccumulator_Count_Roshi","0"<endrec>
"6126","40865","1","100099707","4","0","0"<endrec>
"6131","200","1","100099708","1","Debit.ShortCode","2"<endrec>
"6131","200","1","100099709","2","Credit.MSISDN","2"<endrec>
"6132","475","1","100099710","1","Initiator.PositionType","2"<endrec>
"6132","475","1","100099711","2","Initiator.Position","2"<endrec>
"6132","475","1","100099712","3","2000000000015036","0"<endrec>
"6135","200","1","100099713","1","Debit.ShortCode","2"<endrec>
"6135","200","1","100099714","2","Credit.MSISDN","2"<endrec>
"6138","40865","1","100099715","1","Transaction.Context","2"<endrec>
"6138","40865","1","100099716","2","2","0"<endrec>
"6138","40865","1","100099717","3","AAccumulator_Count_Roshi","0"<endrec>
"6138","40865","1","100099718","4","0","0"<endrec>
"6141","40865","1","100099719","1","Transaction.Context","2"<endrec>
"6141","40865","1","100099720","2","2","0"<endrec>
"6141","40865","1","100099721","3","AAccumulator_Count_Roshi","0"<endrec>
"6141","40865","1","100099722","4","0","0"<endrec>
"6142","475","1","100099723","1","Initiator.PositionType","2"<endrec>
"6142","475","1","100099724","2","Initiator.Position","2"<endrec>
"6142","475","1","100099725","3","001001001","0"<endrec>
"6145","40865","1","100099726","1","Transaction.Context","2"<endrec>
"6145","40865","1","100099727","2","2","0"<endrec>
"6145","40865","1","100099728","3","AAccumulator_Count_Roshi","0"<endrec>
"6145","40865","1","100099729","4","0","0"<endrec>
"6146","475","1","100099730","1","Initiator.PositionType","2"<endrec>
"6146","475","1","100099731","2","Initiator.Position","2"<endrec>
"6146","475","1","100099732","3","001001001","0"<endrec>
"6149","40865","1","100099733","1","Transaction.Context","2"<endrec>
"6149","40865","1","100099734","2","2","0"<endrec>
"6149","40865","1","100099735","3","AAccumulator_Count_Roshi","0"<endrec>
"6149","40865","1","100099736","4","0","0"<endrec>
"6150","475","1","100099737","1","Initiator.PositionType","2"<endrec>
"6150","475","1","100099738","2","Initiator.Position","2"<endrec>
"6150","475","1","100099739","3","001001001","0"<endrec>
"6153","40865","1","100099740","1","Transaction.Context","2"<endrec>
"6153","40865","1","100099741","2","2","0"<endrec>
"6153","40865","1","100099742","3","AAccumulator_Count_kalani","0"<endrec>
"6153","40865","1","100099743","4","0","0"<endrec>
"6154","475","1","100099744","1","Initiator.PositionType","2"<endrec>
"6154","475","1","100099745","2","Initiator.Position","2"<endrec>
"6154","475","1","100099746","3","001001001","0"<endrec>
"6156","40865","1","100099747","1","Transaction.Context","2"<endrec>
"6156","40865","1","100099748","2","2","0"<endrec>
"6156","40865","1","100099749","3","AAccumulator_Count_kalani","0"<endrec>
"6156","40865","1","100099750","4","0","0"<endrec>
"6157","475","1","100099751","1","Initiator.PositionType","2"<endrec>
"6157","475","1","100099752","2","Initiator.Position","2"<endrec>
"6157","475","1","100099753","3","001001001","0"<endrec>
"6159","40865","1","100099754","1","Transaction.Context","2"<endrec>
"6159","40865","1","100099755","2","2","0"<endrec>
"6159","40865","1","100099756","3","AAccumulator_Count_kalani","0"<endrec>
"6159","40865","1","100099757","4","0","0"<endrec>
"6161","40865","1","100099758","1","Transaction.Context","2"<endrec>
"6161","40865","1","100099759","2","2","0"<endrec>
"6161","40865","1","100099760","3","AAccumulator_Count_kalani","0"<endrec>
"6161","40865","1","100099761","4","0","0"<endrec>
"6162","475","1","100099762","1","Initiator.PositionType","2"<endrec>
"6162","475","1","100099763","2","Initiator.Position","2"<endrec>
"6162","475","1","100099764","3","001001001","0"<endrec>
"6167","475","1","100099765","1","Initiator.PositionType","2"<endrec>
"6167","475","1","100099766","2","Initiator.Position","2"<endrec>
"6167","475","1","100099767","3","001001001","0"<endrec>
"6172","475","1","100099768","1","Initiator.PositionType","2"<endrec>
"6172","475","1","100099769","2","Initiator.Position","2"<endrec>
"6172","475","1","100099770","3","001001001","0"<endrec>
"6177","475","1","100099771","1","Initiator.PositionType","2"<endrec>
"6177","475","1","100099772","2","Initiator.Position","2"<endrec>
"6177","475","1","100099773","3","001001001","0"<endrec>
"6178","40865","1","100099774","1","Transaction.Context","2"<endrec>
"6178","40865","1","100099775","2","2","0"<endrec>
"6178","40865","1","100099776","3","AAccumulator_Count_kalani","0"<endrec>
"6178","40865","1","100099777","4","0","0"<endrec>
"6181","475","1","100099778","1","Initiator.PositionType","2"<endrec>
"6181","475","1","100099779","2","Initiator.Position","2"<endrec>
"6181","475","1","100099780","3","001001001","0"<endrec>
"6185","475","1","100099785","1","Initiator.PositionType","2"<endrec>
"6185","475","1","100099786","2","Initiator.Position","2"<endrec>
"6185","475","1","100099787","3","001001001","0"<endrec>
"6186","40865","1","100099788","1","Transaction.Context","2"<endrec>
"6186","40865","1","100099789","2","2","0"<endrec>
"6186","40865","1","100099790","3","AAccumulator_Count_kalani","0"<endrec>
"6186","40865","1","100099791","4","0","0"<endrec>
"6187","40865","1","100099792","1","Transaction.Context","2"<endrec>
"6187","40865","1","100099793","2","2","0"<endrec>
"6187","40865","1","100099794","3","AAccumulator_Count_kalani","0"<endrec>
"6187","40865","1","100099795","4","0","0"<endrec>
"6189","475","1","100099796","1","Initiator.PositionType","2"<endrec>
"6189","475","1","100099797","2","Initiator.Position","2"<endrec>
"6189","475","1","100099798","3","001001001","0"<endrec>
"6190","40865","1","100099799","1","Transaction.Context","2"<endrec>
"6190","40865","1","100099800","2","2","0"<endrec>
"6190","40865","1","100099801","3","Accu_Vol_Send","0"<endrec>
"6190","40865","1","100099802","4","0","0"<endrec>
"6192","40865","1","100099803","1","Transaction.Context","2"<endrec>
"6192","40865","1","100099804","2","2","0"<endrec>
"6192","40865","1","100099805","3","Accu_Vol_Send","0"<endrec>
"6192","40865","1","100099806","4","0","0"<endrec>
"6194","40865","1","100099807","1","Action.Context","2"<endrec>
"6194","40865","1","100099808","2","4","0"<endrec>
"6194","40865","1","100099809","3","Group_Add_Member","0"<endrec>
"6194","40865","1","100099810","4","0","0"<endrec>
"6197","286","1","100099811","1","Debit.MSISDN","2"<endrec>
"6199","40865","1","100099816","1","Transaction.Context","2"<endrec>
"6199","40865","1","100099817","2","2","0"<endrec>
"6199","40865","1","100099818","3","Org_count_kalani","0"<endrec>
"6199","40865","1","100099819","4","0","0"<endrec>
"6200","475","1","100099820","1","Initiator.PositionType","2"<endrec>
"6200","475","1","100099821","2","Initiator.Position","2"<endrec>
"6200","475","1","100099822","3","001001001","0"<endrec>
"6202","40865","1","100099827","1","Transaction.Context","2"<endrec>
"6202","40865","1","100099828","2","2","0"<endrec>
"6202","40865","1","100099829","3","AAAOrg","0"<endrec>
"6202","40865","1","100099830","4","0","0"<endrec>
"6203","40865","1","100099831","1","Transaction.Context","2"<endrec>
"6203","40865","1","100099832","2","2","0"<endrec>
"6203","40865","1","100099833","3","Org_count_kalani","0"<endrec>
"6203","40865","1","100099834","4","0","0"<endrec>
"6204","475","1","100099835","1","Initiator.PositionType","2"<endrec>
"6204","475","1","100099836","2","Initiator.Position","2"<endrec>
"6204","475","1","100099837","3","001001001","0"<endrec>
"6205","40865","1","100099838","1","Transaction.Context","2"<endrec>
"6205","40865","1","100099839","2","2","0"<endrec>
"6205","40865","1","100099840","3","Org_Buy_Air","0"<endrec>
"6205","40865","1","100099841","4","0","0"<endrec>
"6206","40865","1","100099842","1","Transaction.Context","2"<endrec>
"6206","40865","1","100099843","2","2","0"<endrec>
"6206","40865","1","100099844","3","Org_count_kalani","0"<endrec>
"6206","40865","1","100099845","4","0","0"<endrec>
"6207","475","1","100099846","1","Initiator.PositionType","2"<endrec>
"6207","475","1","100099847","2","Initiator.Position","2"<endrec>
"6207","475","1","100099848","3","001001001","0"<endrec>
"6208","40865","1","100099849","1","Transaction.Context","2"<endrec>
"6208","40865","1","100099850","2","2","0"<endrec>
"6208","40865","1","100099851","3","Org_Buy_Air","0"<endrec>
"6208","40865","1","100099852","4","0","0"<endrec>
"6210","40865","1","100099853","1","Transaction.Context","2"<endrec>
"6210","40865","1","100099854","2","2","0"<endrec>
"6210","40865","1","100099855","3","Org_count_kalani","0"<endrec>
"6210","40865","1","100099856","4","0","0"<endrec>
"6211","475","1","100099857","1","Initiator.PositionType","2"<endrec>
"6211","475","1","100099858","2","Initiator.Position","2"<endrec>
"6211","475","1","100099859","3","001001001","0"<endrec>
"6212","40865","1","100099860","1","Transaction.Context","2"<endrec>
"6212","40865","1","100099861","2","2","0"<endrec>
"6212","40865","1","100099862","3","Org_Buy_Air","0"<endrec>
"6212","40865","1","100099863","4","0","0"<endrec>
"6213","40865","1","100099864","1","Transaction.Context","2"<endrec>
"6213","40865","1","100099865","2","2","0"<endrec>
"6213","40865","1","100099866","3","Org_count_kalani","0"<endrec>
"6213","40865","1","100099867","4","0","0"<endrec>
"6214","475","1","100099868","1","Initiator.PositionType","2"<endrec>
"6214","475","1","100099869","2","Initiator.Position","2"<endrec>
"6214","475","1","100099870","3","001001001","0"<endrec>
"6215","40865","1","100099871","1","Transaction.Context","2"<endrec>
"6215","40865","1","100099872","2","2","0"<endrec>
"6215","40865","1","100099873","3","Org_Buy_Air","0"<endrec>
"6215","40865","1","100099874","4","0","0"<endrec>
"6216","40865","1","100099875","1","Transaction.Context","2"<endrec>
"6216","40865","1","100099876","2","2","0"<endrec>
"6216","40865","1","100099877","3","Org_count_kalani","0"<endrec>
"6216","40865","1","100099878","4","0","0"<endrec>
"6217","475","1","100099879","1","Initiator.PositionType","2"<endrec>
"6217","475","1","100099880","2","Initiator.Position","2"<endrec>
"6217","475","1","100099881","3","001001001","0"<endrec>
"6218","40865","1","100099882","1","Transaction.Context","2"<endrec>
"6218","40865","1","100099883","2","1","0"<endrec>
"6218","40865","1","100099884","3","Org_Buy_Air","0"<endrec>
"6218","40865","1","100099885","4","0","0"<endrec>
"6219","40865","1","100099886","1","Transaction.Context","2"<endrec>
"6219","40865","1","100099887","2","2","0"<endrec>
"6219","40865","1","100099888","3","Org_count_kalani","0"<endrec>
"6219","40865","1","100099889","4","0","0"<endrec>
"6220","475","1","100099890","1","Initiator.PositionType","2"<endrec>
"6220","475","1","100099891","2","Initiator.Position","2"<endrec>
"6220","475","1","100099892","3","001001001","0"<endrec>
"6221","40865","1","100099893","1","Transaction.Context","2"<endrec>
"6221","40865","1","100099894","2","1","0"<endrec>
"6221","40865","1","100099895","3","Org_Buy_Air","0"<endrec>
"6221","40865","1","100099896","4","0","0"<endrec>
"6222","40865","1","100099897","1","Transaction.Context","2"<endrec>
"6222","40865","1","100099898","2","2","0"<endrec>
"6222","40865","1","100099899","3","Accu_Vol_Send","0"<endrec>
"6222","40865","1","100099900","4","0","0"<endrec>
"6226","40865","1","100099982","1","Transaction.Context","2"<endrec>
"6226","40865","1","100099983","2","2","0"<endrec>
"6226","40865","1","100099984","3","BuyAirTimeCount","0"<endrec>
"6226","40865","1","100099985","4","0","0"<endrec>
"6227","475","1","100099986","1","Initiator.PositionType","2"<endrec>
"6227","475","1","100099987","2","Initiator.Position","2"<endrec>
"6227","475","1","100099988","3","002004001","0"<endrec>
"6229","40865","1","100099989","1","Transaction.Context","2"<endrec>
"6229","40865","1","100099990","2","2","0"<endrec>
"6229","40865","1","100099991","3","Org_count_kalani","0"<endrec>
"6229","40865","1","100099992","4","0","0"<endrec>
"6230","40865","1","100099993","1","Transaction.Context","2"<endrec>
"6230","40865","1","100099994","2","2","0"<endrec>
"6230","40865","1","100099995","3","Agent_Deposit_Volume","0"<endrec>
"6230","40865","1","100099996","4","0","0"<endrec>
"6231","40865","1","100099997","1","Transaction.Context","2"<endrec>
"6231","40865","1","100099998","2","2","0"<endrec>
"6231","40865","1","100099999","3","AAAOrg","0"<endrec>
"6231","40865","1","100100000","4","0","0"<endrec>
"6232","40865","1","100100001","1","Transaction.Context","2"<endrec>
"6232","40865","1","100100002","2","2","0"<endrec>
"6232","40865","1","100100003","3","BuyAirTimeCount","0"<endrec>
"6232","40865","1","100100004","4","0","0"<endrec>
"6233","475","1","100100005","1","Initiator.PositionType","2"<endrec>
"6233","475","1","100100006","2","Initiator.Position","2"<endrec>
"6233","475","1","100100007","3","002004001","0"<endrec>
"6247","40865","1","100100082","1","Transaction.Context","2"<endrec>
"6247","40865","1","100100083","2","2","0"<endrec>
"6247","40865","1","100100084","3","AccumulatorSendMoney01","0"<endrec>
"6247","40865","1","100100085","4","0","0"<endrec>
"6248","40865","1","100100086","1","Transaction.Context","2"<endrec>
"6248","40865","1","100100087","2","2","0"<endrec>
"6248","40865","1","100100088","3","AAccumulator_Count_kalani","0"<endrec>
"6248","40865","1","100100089","4","0","0"<endrec>
"6250","475","1","100100090","1","Initiator.PositionType","2"<endrec>
"6250","475","1","100100091","2","Initiator.Position","2"<endrec>
"6250","475","1","100100092","3","001001001","0"<endrec>
"6251","40865","1","100100093","1","Transaction.Context","2"<endrec>
"6251","40865","1","100100094","2","2","0"<endrec>
"6251","40865","1","100100095","3","Sendmoney_offshore","0"<endrec>
"6251","40865","1","100100096","4","0","0"<endrec>
"6253","475","1","100100097","1","Initiator.PositionType","2"<endrec>
"6253","475","1","100100098","2","Initiator.Position","2"<endrec>
"6253","475","1","100100099","3","001001001","0"<endrec>
"6254","40865","1","100100100","1","Transaction.Context","2"<endrec>
"6254","40865","1","100100101","2","2","0"<endrec>
"6254","40865","1","100100102","3","Sendmoney_offshore","0"<endrec>
"6254","40865","1","100100103","4","0","0"<endrec>
"6256","475","1","100100104","1","Initiator.PositionType","2"<endrec>
"6256","475","1","100100105","2","Initiator.Position","2"<endrec>
"6256","475","1","100100106","3","001001001","0"<endrec>
"6257","40865","1","100100107","1","Transaction.Context","2"<endrec>
"6257","40865","1","100100108","2","2","0"<endrec>
"6257","40865","1","100100109","3","Sendmoney_offshore","0"<endrec>
"6257","40865","1","100100110","4","0","0"<endrec>
"6259","475","1","100100111","1","Initiator.PositionType","2"<endrec>
"6259","475","1","100100112","2","Initiator.Position","2"<endrec>
"6259","475","1","100100113","3","001001001","0"<endrec>
"6260","40865","1","100100114","1","Transaction.Context","2"<endrec>
"6260","40865","1","100100115","2","2","0"<endrec>
"6260","40865","1","100100116","3","Sendmoney_offshore","0"<endrec>
"6260","40865","1","100100117","4","0","0"<endrec>
"6262","475","1","100100118","1","Initiator.PositionType","2"<endrec>
"6262","475","1","100100119","2","Initiator.Position","2"<endrec>
"6262","475","1","100100120","3","001001001","0"<endrec>
"6263","40865","1","100100121","1","Transaction.Context","2"<endrec>
"6263","40865","1","100100122","2","2","0"<endrec>
"6263","40865","1","100100123","3","Sendmoney_offshore","0"<endrec>
"6263","40865","1","100100124","4","0","0"<endrec>
"6265","475","1","100100125","1","Initiator.PositionType","2"<endrec>
"6265","475","1","100100126","2","Initiator.Position","2"<endrec>
"6265","475","1","100100127","3","001001001","0"<endrec>
"6266","40865","1","100100128","1","Transaction.Context","2"<endrec>
"6266","40865","1","100100129","2","2","0"<endrec>
"6266","40865","1","100100130","3","AAccumulator_Count_sithumina","0"<endrec>
"6266","40865","1","100100131","4","0","0"<endrec>
"6269","475","1","100100132","1","Initiator.PositionType","2"<endrec>
"6269","475","1","100100133","2","Initiator.Position","2"<endrec>
"6269","475","1","100100134","3","001001001","0"<endrec>
"6270","40865","1","100100135","1","Transaction.Context","2"<endrec>
"6270","40865","1","100100136","2","2","0"<endrec>
"6270","40865","1","100100137","3","AAccumulator_Count_kalani","0"<endrec>
"6270","40865","1","100100138","4","1","0"<endrec>
"6274","475","1","100100139","1","Initiator.PositionType","2"<endrec>
"6274","475","1","100100140","2","Initiator.Position","2"<endrec>
"6274","475","1","100100141","3","001001001","0"<endrec>
"6278","40865","1","100100142","1","Transaction.Context","2"<endrec>
"6278","40865","1","100100143","2","2","0"<endrec>
"6278","40865","1","100100144","3","Send_money_kalani","0"<endrec>
"6278","40865","1","100100145","4","0","0"<endrec>
"6280","40865","1","100100146","1","Transaction.Context","2"<endrec>
"6280","40865","1","100100147","2","2","0"<endrec>
"6280","40865","1","100100148","3","Send_money_kalani","0"<endrec>
"6280","40865","1","100100149","4","0","0"<endrec>
"6282","40865","1","100100150","1","Transaction.Context","2"<endrec>
"6282","40865","1","100100151","2","2","0"<endrec>
"6282","40865","1","100100152","3","AAccumulator_Count_kalani","0"<endrec>
"6282","40865","1","100100153","4","0","0"<endrec>
"6285","475","1","100100154","1","Initiator.PositionType","2"<endrec>
"6285","475","1","100100155","2","Initiator.Position","2"<endrec>
"6285","475","1","100100156","3","001001001","0"<endrec>
"6286","40865","1","100100157","1","Transaction.Context","2"<endrec>
"6286","40865","1","100100158","2","2","0"<endrec>
"6286","40865","1","100100159","3","AccumulatorSendMoney01","0"<endrec>
"6286","40865","1","100100160","4","0","0"<endrec>
"6287","40865","1","100100161","1","Transaction.Context","2"<endrec>
"6287","40865","1","100100162","2","2","0"<endrec>
"6287","40865","1","100100163","3","Accu_Value_Maheshi","0"<endrec>
"6287","40865","1","100100164","4","0","0"<endrec>
"6289","40865","1","100100165","1","Transaction.Context","2"<endrec>
"6289","40865","1","100100166","2","2","0"<endrec>
"6289","40865","1","100100167","3","AccumulatorSendMoney01","0"<endrec>
"6289","40865","1","100100168","4","0","0"<endrec>
"6290","40865","1","100100169","1","Action.Context","2"<endrec>
"6290","40865","1","100100170","2","4","0"<endrec>
"6290","40865","1","100100171","3","Group_Add_Member","0"<endrec>
"6290","40865","1","100100172","4","0","0"<endrec>
"6291","40865","1","100100173","1","Transaction.Context","2"<endrec>
"6291","40865","1","100100174","2","2","0"<endrec>
"6291","40865","1","100100175","3","AAccumulator_Count_kalani","0"<endrec>
"6291","40865","1","100100176","4","0","0"<endrec>
"6294","475","1","100100177","1","Initiator.PositionType","2"<endrec>
"6294","475","1","100100178","2","Initiator.Position","2"<endrec>
"6294","475","1","100100179","3","001001001","0"<endrec>
"6295","40865","1","100100180","1","Transaction.Context","2"<endrec>
"6295","40865","1","100100181","2","2","0"<endrec>
"6295","40865","1","100100182","3","Automation1","0"<endrec>
"6295","40865","1","100100183","4","0","0"<endrec>
"6298","40865","1","100100184","1","Transaction.Context","2"<endrec>
"6298","40865","1","100100185","2","2","0"<endrec>
"6298","40865","1","100100186","3","BuyAirTimeCount","0"<endrec>
"6298","40865","1","100100187","4","0","0"<endrec>
"6299","475","1","100100188","1","Initiator.PositionType","2"<endrec>
"6299","475","1","100100189","2","Initiator.Position","2"<endrec>
"6299","475","1","100100190","3","002004001","0"<endrec>
"6302","40865","1","100100191","1","Transaction.Context","2"<endrec>
"6302","40865","1","100100192","2","2","0"<endrec>
"6302","40865","1","100100193","3","Send_money_kalani2","0"<endrec>
"6302","40865","1","100100194","4","0","0"<endrec>
"6304","475","1","100100195","1","Initiator.PositionType","2"<endrec>
"6304","475","1","100100196","2","Initiator.Position","2"<endrec>
"6304","475","1","100100197","3","001001001","0"<endrec>
"6306","40865","1","100100282","1","Transaction.Context","2"<endrec>
"6306","40865","1","100100283","2","2","0"<endrec>
"6306","40865","1","100100284","3","BuyAirTimeCount","0"<endrec>
"6306","40865","1","100100285","4","0","0"<endrec>
"6307","475","1","100100286","1","Initiator.PositionType","2"<endrec>
"6307","475","1","100100287","2","Initiator.Position","2"<endrec>
"6307","475","1","100100288","3","002004001","0"<endrec>
"6309","40865","1","100100289","1","Transaction.Context","2"<endrec>
"6309","40865","1","100100290","2","2","0"<endrec>
"6309","40865","1","100100291","3","AccumulatorSendMoney01","0"<endrec>
"6309","40865","1","100100292","4","0","0"<endrec>
"6316","40865","1","100100382","1","Transaction.Context","2"<endrec>
"6316","40865","1","100100383","2","2","0"<endrec>
"6316","40865","1","100100384","3","Accu_Value_Maheshi","0"<endrec>
"6316","40865","1","100100385","4","0","0"<endrec>
"6318","40865","1","100100386","1","Transaction.Context","2"<endrec>
"6318","40865","1","100100387","2","2","0"<endrec>
"6318","40865","1","100100388","3","Org_count_kalani","0"<endrec>
"6318","40865","1","100100389","4","0","0"<endrec>
"6319","475","1","100100390","1","Initiator.PositionType","2"<endrec>
"6319","475","1","100100391","2","Initiator.Position","2"<endrec>
"6319","475","1","100100392","3","001001001","0"<endrec>
"6320","40865","1","100100393","1","Transaction.Context","2"<endrec>
"6320","40865","1","100100394","2","2","0"<endrec>
"6320","40865","1","100100395","3","AAAOrg","0"<endrec>
"6320","40865","1","100100396","4","0","0"<endrec>
"6326","40865","1","100100482","1","Transaction.Context","2"<endrec>
"6326","40865","1","100100483","2","2","0"<endrec>
"6326","40865","1","100100484","3","BuyAirTimeCount","0"<endrec>
"6326","40865","1","100100485","4","0","0"<endrec>
"6327","475","1","100100486","1","Initiator.PositionType","2"<endrec>
"6327","475","1","100100487","2","Initiator.Position","2"<endrec>
"6327","475","1","100100488","3","002004001","0"<endrec>
"6329","40865","1","100100489","1","Transaction.Context","2"<endrec>
"6329","40865","1","100100490","2","2","0"<endrec>
"6329","40865","1","100100491","3","Org_count_kalani","0"<endrec>
"6329","40865","1","100100492","4","0","0"<endrec>
"6330","475","1","100100493","1","Initiator.PositionType","2"<endrec>
"6330","475","1","100100494","2","Initiator.Position","2"<endrec>
"6330","475","1","100100495","3","001001001","0"<endrec>
